architecture,patient,factor,repeat,probability_IC_change
GATv2,54,0.95,13,-0.007104545831680298
GATv2,54,0.95,14,0.006954848766326904
GATv2,54,0.95,15,0.0016651153564453125
GATv2,54,0.95,16,0.008440494537353516
GATv2,54,0.95,17,-0.018172889947891235
GATv2,54,0.95,18,0.022362351417541504
GATv2,54,0.95,19,0.01987779140472412
GATv2,54,1.05,0,0.009714663028717041
GATv2,54,1.05,1,0.00016677379608154297
GATv2,54,1.05,2,-0.00031760334968566895
GATv2,54,1.05,3,0.003720015287399292
GATv2,54,1.05,4,0.0062569379806518555
GATv2,54,1.05,5,0.008218616247177124
GATv2,54,1.05,6,-0.0037522315979003906
GATv2,54,1.05,7,0.014179080724716187
GATv2,54,1.05,8,0.009469836950302124
GATv2,54,1.05,9,0.013432443141937256
GATv2,54,1.05,10,0.010565310716629028
GATv2,54,1.05,11,0.0127602219581604
GATv2,54,1.05,12,0.015553683042526245
GATv2,54,1.05,13,-0.0010398626327514648
GATv2,54,1.05,14,0.024043262004852295
GATv2,54,1.05,15,0.0018114149570465088
GATv2,54,1.05,16,-0.0011716187000274658
GATv2,54,1.05,17,-0.0033289194107055664
GATv2,54,1.05,18,-0.015635788440704346
GATv2,54,1.05,19,-0.0045206546783447266
GATv2,56,0.95,0,-0.010415509343147278
GATv2,56,0.95,1,0.0009761303663253784
GATv2,56,0.95,2,0.005899757146835327
GATv2,56,0.95,3,0.0007154196500778198
GATv2,56,0.95,4,-0.00933125615119934
GATv2,56,0.95,5,-0.006405949592590332
GATv2,56,0.95,6,0.010131299495697021
GATv2,56,0.95,7,-0.008637621998786926
GATv2,56,0.95,8,0.0004642605781555176
GATv2,56,0.95,9,-0.0020480751991271973
GATv2,56,0.95,10,-0.0036441385746002197
GATv2,56,0.95,11,-0.002438977360725403
GATv2,56,0.95,12,-0.009272366762161255
GATv2,56,0.95,13,-0.0016323328018188477
GATv2,56,0.95,14,-0.0035009384155273438
GATv2,56,0.95,15,-0.0060651302337646484
GATv2,56,0.95,16,0.00368461012840271
GATv2,56,0.95,17,-0.0026822835206985474
GATv2,56,0.95,18,-0.002266913652420044
GATv2,56,0.95,19,0.00483296811580658
GATv2,56,1.05,0,-0.008651509881019592
GATv2,56,1.05,1,-0.003402113914489746
GATv2,56,1.05,2,0.0027751177549362183
GATv2,56,1.05,3,0.001147150993347168
GATv2,56,1.05,4,0.005110248923301697
GATv2,56,1.05,5,-0.0003840625286102295
GATv2,56,1.05,6,-0.0001542121171951294
GATv2,56,1.05,7,-0.005035176873207092
GATv2,56,1.05,8,-0.007060065865516663
GATv2,56,1.05,9,0.0002652108669281006
GATv2,56,1.05,10,0.0055730342864990234
GATv2,56,1.05,11,0.0035151690244674683
GATv2,56,1.05,12,0.0009447336196899414
GATv2,56,1.05,13,-0.008557647466659546
GATv2,56,1.05,14,0.0037123560905456543
GATv2,56,1.05,15,-0.004624485969543457
GATv2,56,1.05,16,0.008686602115631104
GATv2,56,1.05,17,0.005669921636581421
GATv2,56,1.05,18,-0.005324065685272217
GATv2,56,1.05,19,0.005542725324630737
GATv2,58,0.95,0,0.0037087202072143555
GATv2,58,0.95,1,-0.0013000965118408203
GATv2,58,0.95,2,-0.004435718059539795
GATv2,58,0.95,3,0.01160883903503418
GATv2,58,0.95,4,0.003103017807006836
GATv2,58,0.95,5,-0.00828629732131958
GATv2,58,0.95,6,0.006599128246307373
GATv2,58,0.95,7,-0.009387224912643433
GATv2,58,0.95,8,0.00089302659034729
GATv2,58,0.95,9,0.006246358156204224
GATv2,58,0.95,10,-0.003294050693511963
GATv2,58,0.95,11,0.017901301383972168
GATv2,58,0.95,12,0.0035382509231567383
GATv2,58,0.95,13,-0.00465509295463562
GATv2,58,0.95,14,0.010436683893203735
GATv2,58,0.95,15,-0.014068543910980225
GATv2,58,0.95,16,0.012722194194793701
GATv2,58,0.95,17,-0.00941997766494751
GATv2,58,0.95,18,0.003720700740814209
GATv2,58,0.95,19,-0.00448763370513916
GATv2,58,1.05,0,0.01634863018989563
GATv2,58,1.05,1,0.0016754865646362305
GATv2,58,1.05,2,0.001744985580444336
GATv2,58,1.05,3,-0.0048746466636657715
GATv2,58,1.05,4,-0.009710550308227539
GATv2,58,1.05,5,-0.005277723073959351
GATv2,58,1.05,6,0.00890389084815979
GATv2,58,1.05,7,-0.003881782293319702
GATv2,58,1.05,8,0.0036478638648986816
GATv2,58,1.05,9,-0.013684242963790894
GATv2,58,1.05,10,-0.014726370573043823
GATv2,58,1.05,11,0.007377296686172485
GATv2,58,1.05,12,-0.0017476081848144531
GATv2,58,1.05,13,0.008789479732513428
GATv2,58,1.05,14,0.006595015525817871
GATv2,58,1.05,15,-0.0022378861904144287
GATv2,58,1.05,16,-0.002190887928009033
GATv2,58,1.05,17,-0.00269278883934021
GATv2,58,1.05,18,0.0037180185317993164
GATv2,58,1.05,19,0.006132543087005615
GATv2,59,0.95,0,0.010257095098495483
GATv2,59,0.95,1,-0.010927736759185791
GATv2,59,0.95,2,-0.0022949278354644775
GATv2,59,0.95,3,-0.007978260517120361
GATv2,59,0.95,4,0.003492414951324463
GATv2,59,0.95,5,-0.01169443130493164
GATv2,59,0.95,6,0.0004457235336303711
GATv2,59,0.95,7,-0.012418031692504883
GATv2,59,0.95,8,-0.0014243125915527344
GATv2,59,0.95,9,0.0034582316875457764
GATv2,59,0.95,10,-0.008198410272598267
GATv2,59,0.95,11,-0.0012027621269226074
GATv2,59,0.95,12,0.012253016233444214
GATv2,59,0.95,13,-0.006950795650482178
GATv2,59,0.95,14,-0.012196481227874756
GATv2,59,0.95,15,-0.0042562782764434814
GATv2,59,0.95,16,-0.004947572946548462
GATv2,59,0.95,17,0.017942994832992554
GATv2,59,0.95,18,-0.012690365314483643
GATv2,59,0.95,19,0.00039643049240112305
GATv2,59,1.05,0,0.007502317428588867
GATv2,59,1.05,1,-0.0025162696838378906
GATv2,59,1.05,2,-0.00954580307006836
GATv2,59,1.05,3,0.00156325101852417
GATv2,59,1.05,4,-0.0001226663589477539
GATv2,59,1.05,5,0.010768026113510132
GATv2,59,1.05,6,0.0005894899368286133
GATv2,59,1.05,7,0.005722463130950928
GATv2,59,1.05,8,0.004308432340621948
GATv2,59,1.05,9,0.0010357499122619629
GATv2,59,1.05,10,0.00697171688079834
GATv2,59,1.05,11,-0.009737789630889893
GATv2,59,1.05,12,-0.0031950771808624268
GATv2,59,1.05,13,0.01535654067993164
GATv2,59,1.05,14,-0.0019791126251220703
GATv2,59,1.05,15,0.0037311017513275146
GATv2,59,1.05,16,-0.008442461490631104
GATv2,59,1.05,17,-0.007920175790786743
GATv2,59,1.05,18,0.00133591890335083
GATv2,59,1.05,19,0.01077646017074585
GATv2,7,0.95,0,0.0067136287689208984
GATv2,7,0.95,1,0.004401028156280518
GATv2,7,0.95,2,0.005492568016052246
GATv2,7,0.95,3,-0.0010590553283691406
GATv2,7,0.95,4,-0.004025459289550781
GATv2,7,0.95,5,-0.00011599063873291016
GATv2,7,0.95,6,0.0022257566452026367
GATv2,7,0.95,7,-0.0005273222923278809
GATv2,7,0.95,8,-0.0027219653129577637
GATv2,7,0.95,9,0.004301130771636963
GATv2,7,0.95,10,-0.003093123435974121
GATv2,7,0.95,11,0.0016887784004211426
GATv2,7,0.95,12,-0.001633286476135254
GATv2,7,0.95,13,0.0048506855964660645
GATv2,7,0.95,14,-0.0027886629104614258
GATv2,7,0.95,15,-0.008049309253692627
GATv2,7,0.95,16,-0.0019088983535766602
GATv2,7,0.95,17,0.0006031990051269531
GATv2,7,0.95,18,0.0001691579818725586
GATv2,7,0.95,19,0.0004603862762451172
GATv2,7,1.05,0,-0.0019690990447998047
GATv2,7,1.05,1,0.005966782569885254
GATv2,7,1.05,2,0.00840216875076294
GATv2,7,1.05,3,-0.004161417484283447
GATv2,7,1.05,4,-0.0005394220352172852
GATv2,7,1.05,5,0.0026857852935791016
GATv2,7,1.05,6,0.0066315531730651855
GATv2,7,1.05,7,0.0017638802528381348
GATv2,7,1.05,8,-0.004012703895568848
GATv2,7,1.05,9,0.0021551847457885742
GATv2,7,1.05,10,0.005707502365112305
GATv2,7,1.05,11,-0.0038529634475708008
GATv2,7,1.05,12,-0.0038213729858398438
GATv2,7,1.05,13,-0.0035556554794311523
GATv2,7,1.05,14,-0.0031398534774780273
GATv2,7,1.05,15,-0.005580544471740723
GATv2,7,1.05,16,0.003616154193878174
GATv2,7,1.05,17,0.0012712478637695312
GATv2,7,1.05,18,0.0017498135566711426
GATv2,7,1.05,19,0.0009011030197143555
GATv2,87,0.95,0,-0.004147231578826904
GATv2,87,0.95,1,-0.0065937340259552
GATv2,87,0.95,2,-0.0031016170978546143
GATv2,87,0.95,3,0.007696866989135742
GATv2,87,0.95,4,0.0023344755172729492
GATv2,87,0.95,5,-0.010935485363006592
GATv2,87,0.95,6,-0.002130448818206787
GATv2,87,0.95,7,0.010307371616363525
GATv2,87,0.95,8,0.005676329135894775
GATv2,87,0.95,9,0.001272439956665039
GATv2,87,0.95,10,-0.004749327898025513
GATv2,87,0.95,11,0.012012302875518799
GATv2,87,0.95,12,0.009881377220153809
GATv2,87,0.95,13,0.012680888175964355
GATv2,87,0.95,14,0.00102996826171875
GATv2,87,0.95,15,-0.007072180509567261
GATv2,87,0.95,16,-0.008815586566925049
GATv2,87,0.95,17,-0.003019273281097412
GATv2,87,0.95,18,-0.0019839107990264893
GATv2,87,0.95,19,0.00250321626663208
GATv2,87,1.05,0,0.007951140403747559
GATv2,87,1.05,1,-0.005098402500152588
GATv2,87,1.05,2,0.00017845630645751953
GATv2,87,1.05,3,-3.0994415283203125e-06
GATv2,87,1.05,4,0.00469517707824707
GATv2,87,1.05,5,0.007510721683502197
GATv2,87,1.05,6,0.002181410789489746
GATv2,87,1.05,7,0.013419687747955322
GATv2,87,1.05,8,0.015485823154449463
GATv2,87,1.05,9,0.009271621704101562
GATv2,87,1.05,10,0.0017409324645996094
GATv2,87,1.05,11,-0.005623430013656616
GATv2,87,1.05,12,0.008855819702148438
GATv2,87,1.05,13,-0.003386080265045166
GATv2,87,1.05,14,0.007130861282348633
GATv2,87,1.05,15,0.011551439762115479
GATv2,87,1.05,16,0.009680509567260742
GATv2,87,1.05,17,0.0116347074508667
GATv2,87,1.05,18,0.0021125078201293945
GATv2,87,1.05,19,-0.005982846021652222
GATv2,9,0.95,0,-0.007346391677856445
GATv2,9,0.95,1,0.014658868312835693
GATv2,9,0.95,2,0.0050154924392700195
GATv2,9,0.95,3,0.008035421371459961
GATv2,9,0.95,4,0.0119551420211792
GATv2,9,0.95,5,0.00885629653930664
GATv2,9,0.95,6,-0.01160132884979248
GATv2,9,0.95,7,-0.0025745034217834473
GATv2,9,0.95,8,-0.020956456661224365
GATv2,9,0.95,9,0.0060288310050964355
GATv2,9,0.95,10,0.010791003704071045
GATv2,9,0.95,11,-0.009133756160736084
GATv2,9,0.95,12,-0.009782671928405762
GATv2,9,0.95,13,-0.020030736923217773
GATv2,9,0.95,14,0.004663348197937012
GATv2,9,0.95,15,0.018600523471832275
GATv2,9,0.95,16,-0.019213974475860596
GATv2,9,0.95,17,0.016675591468811035
GATv2,9,0.95,18,-0.013599514961242676
GATv2,9,0.95,19,0.016048848628997803
GATv2,9,1.05,0,-0.025374948978424072
GATv2,9,1.05,1,0.01472252607345581
GATv2,9,1.05,2,0.014863014221191406
GATv2,9,1.05,3,-0.005367875099182129
GATv2,9,1.05,4,0.0006469488143920898
GATv2,9,1.05,5,-0.013995647430419922
GATv2,9,1.05,6,0.009059429168701172
GATv2,9,1.05,7,-0.018728315830230713
GATv2,9,1.05,8,-0.009301900863647461
GATv2,9,1.05,9,0.017860829830169678
GATv2,9,1.05,10,-0.007601261138916016
GATv2,9,1.05,11,0.019855201244354248
GATv2,9,1.05,12,0.008286714553833008
GATv2,9,1.05,13,0.00974881649017334
GATv2,9,1.05,14,-0.011849045753479004
GATv2,9,1.05,15,0.0029126405715942383
GATv2,9,1.05,16,0.01640218496322632
GATv2,9,1.05,17,0.013091087341308594
GATv2,9,1.05,18,0.018346965312957764
GATv2,9,1.05,19,0.009174585342407227
