architecture,patient,seed,fraction,method,repeat,predicted_class_probability_drop
GraphSAGE,22,11,0.2,random,8,0.00457155704498291
GraphSAGE,22,11,0.2,random,9,0.025132298469543457
GraphSAGE,22,11,0.2,random,10,0.009655356407165527
GraphSAGE,22,11,0.2,random,11,-0.012387216091156006
GraphSAGE,22,11,0.2,random,12,0.03427422046661377
GraphSAGE,22,11,0.2,random,13,0.0230235755443573
GraphSAGE,22,11,0.2,random,14,0.007213413715362549
GraphSAGE,22,11,0.2,random,15,0.026707231998443604
GraphSAGE,22,11,0.2,random,16,-0.0013984441757202148
GraphSAGE,22,11,0.2,random,17,0.028896212577819824
GraphSAGE,22,11,0.2,random,18,0.0034772157669067383
GraphSAGE,22,11,0.2,random,19,0.021180927753448486
GraphSAGE,22,23,0.05,gnnexplainer,-1,0.04333433508872986
GraphSAGE,22,23,0.05,random,0,0.0004768967628479004
GraphSAGE,22,23,0.05,random,1,3.6656856536865234e-05
GraphSAGE,22,23,0.05,random,2,0.011327117681503296
GraphSAGE,22,23,0.05,random,3,-0.0010867416858673096
GraphSAGE,22,23,0.05,random,4,0.002072662115097046
GraphSAGE,22,23,0.05,random,5,0.008992403745651245
GraphSAGE,22,23,0.05,random,6,0.011500716209411621
GraphSAGE,22,23,0.05,random,7,0.0018185973167419434
GraphSAGE,22,23,0.05,random,8,0.0017605423927307129
GraphSAGE,22,23,0.05,random,9,0.00323563814163208
GraphSAGE,22,23,0.05,random,10,0.011806845664978027
GraphSAGE,22,23,0.05,random,11,0.008257478475570679
GraphSAGE,22,23,0.05,random,12,0.008803099393844604
GraphSAGE,22,23,0.05,random,13,-0.011125683784484863
GraphSAGE,22,23,0.05,random,14,0.0032819509506225586
GraphSAGE,22,23,0.05,random,15,0.0014216899871826172
GraphSAGE,22,23,0.05,random,16,0.002647697925567627
GraphSAGE,22,23,0.05,random,17,0.008257120847702026
GraphSAGE,22,23,0.05,random,18,0.002054542303085327
GraphSAGE,22,23,0.05,random,19,0.004882335662841797
GraphSAGE,22,23,0.1,gnnexplainer,-1,0.03926485776901245
GraphSAGE,22,23,0.1,random,0,0.0196821391582489
GraphSAGE,22,23,0.1,random,1,0.009018182754516602
GraphSAGE,22,23,0.1,random,2,0.015880942344665527
GraphSAGE,22,23,0.1,random,3,0.013414740562438965
GraphSAGE,22,23,0.1,random,4,0.008887648582458496
GraphSAGE,22,23,0.1,random,5,0.01313018798828125
GraphSAGE,22,23,0.1,random,6,-0.0034903287887573242
GraphSAGE,22,23,0.1,random,7,0.021588295698165894
GraphSAGE,22,23,0.1,random,8,0.01114577054977417
GraphSAGE,22,23,0.1,random,9,-0.004594266414642334
GraphSAGE,22,23,0.1,random,10,0.003988146781921387
GraphSAGE,22,23,0.1,random,11,0.009184449911117554
GraphSAGE,22,23,0.1,random,12,-0.0010103583335876465
GraphSAGE,22,23,0.1,random,13,0.011137843132019043
GraphSAGE,22,23,0.1,random,14,0.010719835758209229
GraphSAGE,22,23,0.1,random,15,0.017680585384368896
GraphSAGE,22,23,0.1,random,16,0.0030508041381835938
GraphSAGE,22,23,0.1,random,17,0.009705901145935059
GraphSAGE,22,23,0.1,random,18,0.00547143816947937
GraphSAGE,22,23,0.1,random,19,0.0094338059425354
GraphSAGE,22,23,0.2,gnnexplainer,-1,0.035958707332611084
GraphSAGE,22,23,0.2,random,0,0.014640182256698608
GraphSAGE,22,23,0.2,random,1,0.03819006681442261
GraphSAGE,22,23,0.2,random,2,0.03133833408355713
GraphSAGE,22,23,0.2,random,3,0.007201641798019409
GraphSAGE,22,23,0.2,random,4,-0.01355975866317749
GraphSAGE,22,23,0.2,random,5,0.00941932201385498
GraphSAGE,22,23,0.2,random,6,0.02648085355758667
GraphSAGE,22,23,0.2,random,7,0.03728616237640381
GraphSAGE,22,23,0.2,random,8,0.020974725484848022
GraphSAGE,22,23,0.2,random,9,0.028443098068237305
GraphSAGE,22,23,0.2,random,10,0.010032624006271362
GraphSAGE,22,23,0.2,random,11,-0.0014484226703643799
GraphSAGE,22,23,0.2,random,12,0.010523378849029541
GraphSAGE,22,23,0.2,random,13,0.02451440691947937
GraphSAGE,22,23,0.2,random,14,0.02059108018875122
GraphSAGE,22,23,0.2,random,15,0.02728554606437683
GraphSAGE,22,23,0.2,random,16,0.020941197872161865
GraphSAGE,22,23,0.2,random,17,0.01998862624168396
GraphSAGE,22,23,0.2,random,18,0.019295871257781982
GraphSAGE,22,23,0.2,random,19,0.027228116989135742
GraphSAGE,22,37,0.05,gnnexplainer,-1,0.0417158305644989
GraphSAGE,22,37,0.05,random,0,-0.0006614029407501221
GraphSAGE,22,37,0.05,random,1,-0.0025910139083862305
GraphSAGE,22,37,0.05,random,2,0.0005574822425842285
GraphSAGE,22,37,0.05,random,3,0.00612717866897583
GraphSAGE,22,37,0.05,random,4,0.005109548568725586
GraphSAGE,22,37,0.05,random,5,0.008037656545639038
GraphSAGE,22,37,0.05,random,6,-0.009852766990661621
GraphSAGE,22,37,0.05,random,7,0.0016919970512390137
GraphSAGE,22,37,0.05,random,8,0.012476891279220581
GraphSAGE,22,37,0.05,random,9,0.007878601551055908
GraphSAGE,22,37,0.05,random,10,0.0064401328563690186
GraphSAGE,22,37,0.05,random,11,-0.0038196146488189697
GraphSAGE,22,37,0.05,random,12,0.007182300090789795
GraphSAGE,22,37,0.05,random,13,0.014671862125396729
GraphSAGE,22,37,0.05,random,14,0.001642674207687378
GraphSAGE,22,37,0.05,random,15,0.005406975746154785
GraphSAGE,22,37,0.05,random,16,0.021559596061706543
GraphSAGE,22,37,0.05,random,17,0.004281759262084961
GraphSAGE,22,37,0.05,random,18,0.006633490324020386
GraphSAGE,22,37,0.05,random,19,-0.0016323328018188477
GraphSAGE,22,37,0.1,gnnexplainer,-1,0.0566001832485199
GraphSAGE,22,37,0.1,random,0,-0.00044530630111694336
GraphSAGE,22,37,0.1,random,1,-0.0001004934310913086
GraphSAGE,22,37,0.1,random,2,0.03195011615753174
GraphSAGE,22,37,0.1,random,3,0.003974795341491699
GraphSAGE,22,37,0.1,random,4,0.01735556125640869
GraphSAGE,22,37,0.1,random,5,-0.0015732347965240479
GraphSAGE,22,37,0.1,random,6,0.010740041732788086
GraphSAGE,22,37,0.1,random,7,0.013962149620056152
GraphSAGE,22,37,0.1,random,8,0.01167270541191101
GraphSAGE,22,37,0.1,random,9,0.019001692533493042
GraphSAGE,22,37,0.1,random,10,0.014429986476898193
GraphSAGE,22,37,0.1,random,11,0.009574413299560547
GraphSAGE,22,37,0.1,random,12,0.02094852924346924
GraphSAGE,22,37,0.1,random,13,0.018310546875
GraphSAGE,22,37,0.1,random,14,-0.00775638222694397
GraphSAGE,22,37,0.1,random,15,0.015931367874145508
GraphSAGE,22,37,0.1,random,16,0.008339762687683105
GraphSAGE,22,37,0.1,random,17,0.010366976261138916
GraphSAGE,22,37,0.1,random,18,0.010988473892211914
GraphSAGE,22,37,0.1,random,19,0.01325380802154541
GraphSAGE,22,37,0.2,gnnexplainer,-1,0.06832563877105713
GraphSAGE,22,37,0.2,random,0,0.006678909063339233
GraphSAGE,22,37,0.2,random,1,0.009134531021118164
GraphSAGE,22,37,0.2,random,2,0.04906389117240906
GraphSAGE,22,37,0.2,random,3,0.024585068225860596
GraphSAGE,22,37,0.2,random,4,0.01121470332145691
GraphSAGE,22,37,0.2,random,5,0.02522870898246765
GraphSAGE,22,37,0.2,random,6,0.03472888469696045
GraphSAGE,22,37,0.2,random,7,0.0068152546882629395
GraphSAGE,22,37,0.2,random,8,0.02227604389190674
GraphSAGE,22,37,0.2,random,9,0.0021866559982299805
GraphSAGE,22,37,0.2,random,10,0.006102085113525391
GraphSAGE,22,37,0.2,random,11,0.005043357610702515
GraphSAGE,22,37,0.2,random,12,0.009137153625488281
GraphSAGE,22,37,0.2,random,13,0.048567235469818115
GraphSAGE,22,37,0.2,random,14,-0.0037335753440856934
GraphSAGE,22,37,0.2,random,15,0.02996647357940674
GraphSAGE,22,37,0.2,random,16,0.02422565221786499
GraphSAGE,22,37,0.2,random,17,0.018112391233444214
GraphSAGE,22,37,0.2,random,18,0.019350945949554443
GraphSAGE,22,37,0.2,random,19,0.020510077476501465
GraphSAGE,33,11,0.05,gnnexplainer,-1,0.01995527744293213
GraphSAGE,33,11,0.05,random,0,-0.002997756004333496
GraphSAGE,33,11,0.05,random,1,0.010928153991699219
GraphSAGE,33,11,0.05,random,2,0.006810367107391357
GraphSAGE,33,11,0.05,random,3,0.0035490989685058594
GraphSAGE,33,11,0.05,random,4,0.004256576299667358
GraphSAGE,33,11,0.05,random,5,0.02039775252342224
GraphSAGE,33,11,0.05,random,6,0.017038345336914062
GraphSAGE,33,11,0.05,random,7,0.0026772022247314453
GraphSAGE,33,11,0.05,random,8,0.003395557403564453
GraphSAGE,33,11,0.05,random,9,0.00638851523399353
GraphSAGE,33,11,0.05,random,10,0.00238916277885437
GraphSAGE,33,11,0.05,random,11,0.00542217493057251
GraphSAGE,33,11,0.05,random,12,0.004693090915679932
GraphSAGE,33,11,0.05,random,13,0.0042688846588134766
GraphSAGE,33,11,0.05,random,14,-0.0031270980834960938
GraphSAGE,33,11,0.05,random,15,0.009790360927581787
GraphSAGE,33,11,0.05,random,16,0.008295625448226929
GraphSAGE,33,11,0.05,random,17,0.012442529201507568
GraphSAGE,33,11,0.05,random,18,0.01321360468864441
GraphSAGE,33,11,0.05,random,19,0.01170659065246582
GraphSAGE,33,11,0.1,gnnexplainer,-1,0.03549477458000183
GraphSAGE,33,11,0.1,random,0,0.011598825454711914
GraphSAGE,33,11,0.1,random,1,0.011350095272064209
GraphSAGE,33,11,0.1,random,2,0.00783953070640564
GraphSAGE,33,11,0.1,random,3,0.025641530752182007
GraphSAGE,33,11,0.1,random,4,0.014696449041366577
GraphSAGE,33,11,0.1,random,5,0.013295531272888184
GraphSAGE,33,11,0.1,random,6,0.008936941623687744
GraphSAGE,33,11,0.1,random,7,0.011144936084747314
GraphSAGE,33,11,0.1,random,8,0.023069381713867188
GraphSAGE,33,11,0.1,random,9,0.005934357643127441
GraphSAGE,33,11,0.1,random,10,0.027344316244125366
GraphSAGE,33,11,0.1,random,11,0.01919454336166382
GraphSAGE,33,11,0.1,random,12,0.011553734540939331
GraphSAGE,33,11,0.1,random,13,0.004236280918121338
GraphSAGE,33,11,0.1,random,14,0.004989206790924072
GraphSAGE,33,11,0.1,random,15,0.015016138553619385
GraphSAGE,33,11,0.1,random,16,0.011464118957519531
GraphSAGE,33,11,0.1,random,17,0.022032737731933594
GraphSAGE,33,11,0.1,random,18,0.015980571508407593
GraphSAGE,33,11,0.1,random,19,0.016145646572113037
GraphSAGE,33,11,0.2,gnnexplainer,-1,0.050256192684173584
GraphSAGE,33,11,0.2,random,0,0.0378413200378418
GraphSAGE,33,11,0.2,random,1,0.029548466205596924
GraphSAGE,33,11,0.2,random,2,0.03454798460006714
GraphSAGE,33,11,0.2,random,3,0.02152085304260254
GraphSAGE,33,11,0.2,random,4,-0.00426638126373291
GraphSAGE,33,11,0.2,random,5,0.01788938045501709
GraphSAGE,33,11,0.2,random,6,0.011848539113998413
GraphSAGE,33,11,0.2,random,7,0.012578487396240234
GraphSAGE,33,11,0.2,random,8,0.03071102499961853
GraphSAGE,33,11,0.2,random,9,0.03046843409538269
GraphSAGE,33,11,0.2,random,10,0.030632615089416504
GraphSAGE,33,11,0.2,random,11,0.016608476638793945
GraphSAGE,33,11,0.2,random,12,0.016672790050506592
GraphSAGE,33,11,0.2,random,13,0.030726999044418335
GraphSAGE,33,11,0.2,random,14,0.010826289653778076
GraphSAGE,33,11,0.2,random,15,0.016433537006378174
GraphSAGE,33,11,0.2,random,16,0.028694480657577515
GraphSAGE,33,11,0.2,random,17,0.01698923110961914
GraphSAGE,33,11,0.2,random,18,0.02854853868484497
GraphSAGE,33,11,0.2,random,19,0.02577507495880127
GraphSAGE,33,23,0.05,gnnexplainer,-1,0.021333813667297363
GraphSAGE,33,23,0.05,random,0,0.007077336311340332
GraphSAGE,33,23,0.05,random,1,-0.0023130178451538086
GraphSAGE,33,23,0.05,random,2,-0.0010384619235992432
GraphSAGE,33,23,0.05,random,3,0.004952162504196167
GraphSAGE,33,23,0.05,random,4,0.005350589752197266
GraphSAGE,33,23,0.05,random,5,0.009394645690917969
GraphSAGE,33,23,0.05,random,6,0.0036162734031677246
GraphSAGE,33,23,0.05,random,7,0.00936669111251831
GraphSAGE,33,23,0.05,random,8,0.0025646090507507324
GraphSAGE,33,23,0.05,random,9,0.007356405258178711
GraphSAGE,33,23,0.05,random,10,0.009684622287750244
GraphSAGE,33,23,0.05,random,11,0.001766294240951538
GraphSAGE,33,23,0.05,random,12,0.0007816553115844727
GraphSAGE,33,23,0.05,random,13,0.012700498104095459
GraphSAGE,33,23,0.05,random,14,0.007801711559295654
GraphSAGE,33,23,0.05,random,15,0.00853419303894043
GraphSAGE,33,23,0.05,random,16,-0.0001443028450012207
GraphSAGE,33,23,0.05,random,17,0.006303966045379639
GraphSAGE,33,23,0.05,random,18,0.003943264484405518
GraphSAGE,33,23,0.05,random,19,0.0037040114402770996
GraphSAGE,33,23,0.1,gnnexplainer,-1,0.035016417503356934
GraphSAGE,33,23,0.1,random,0,0.004895687103271484
GraphSAGE,33,23,0.1,random,1,0.009721845388412476
GraphSAGE,33,23,0.1,random,2,0.010414093732833862
GraphSAGE,33,23,0.1,random,3,-0.0013393163681030273
GraphSAGE,33,23,0.1,random,4,0.00945812463760376
GraphSAGE,33,23,0.1,random,5,0.002773761749267578
GraphSAGE,33,23,0.1,random,6,0.015186160802841187
GraphSAGE,33,23,0.1,random,7,0.008494794368743896
GraphSAGE,33,23,0.1,random,8,0.01641640067100525
GraphSAGE,33,23,0.1,random,9,0.025667548179626465
GraphSAGE,33,23,0.1,random,10,0.012093007564544678
GraphSAGE,33,23,0.1,random,11,0.015927404165267944
GraphSAGE,33,23,0.1,random,12,0.008743643760681152
GraphSAGE,33,23,0.1,random,13,0.003851771354675293
GraphSAGE,33,23,0.1,random,14,0.020178616046905518
GraphSAGE,33,23,0.1,random,15,0.014974325895309448
GraphSAGE,33,23,0.1,random,16,0.01603621244430542
GraphSAGE,33,23,0.1,random,17,0.015111386775970459
GraphSAGE,33,23,0.1,random,18,0.012004256248474121
GraphSAGE,33,23,0.1,random,19,0.020407676696777344
GraphSAGE,33,23,0.2,gnnexplainer,-1,0.04395732283592224
GraphSAGE,33,23,0.2,random,0,0.025776386260986328
GraphSAGE,33,23,0.2,random,1,0.014580339193344116
GraphSAGE,33,23,0.2,random,2,0.027220696210861206
GraphSAGE,33,23,0.2,random,3,0.03427243232727051
GraphSAGE,33,23,0.2,random,4,0.007285594940185547
GraphSAGE,33,23,0.2,random,5,0.02945566177368164
GraphSAGE,33,23,0.2,random,6,0.023620575666427612
GraphSAGE,33,23,0.2,random,7,0.013138294219970703
GraphSAGE,33,23,0.2,random,8,0.01761913299560547
GraphSAGE,33,23,0.2,random,9,0.018526196479797363
GraphSAGE,33,23,0.2,random,10,0.04517778754234314
GraphSAGE,33,23,0.2,random,11,0.021346986293792725
GraphSAGE,33,23,0.2,random,12,0.02070757746696472
GraphSAGE,33,23,0.2,random,13,0.023245513439178467
GraphSAGE,33,23,0.2,random,14,0.03266832232475281
GraphSAGE,33,23,0.2,random,15,0.02067551016807556
GraphSAGE,33,23,0.2,random,16,0.0214424729347229
GraphSAGE,33,23,0.2,random,17,0.025609135627746582
GraphSAGE,33,23,0.2,random,18,0.02037009596824646
GraphSAGE,33,23,0.2,random,19,0.01564311981201172
GraphSAGE,33,37,0.05,gnnexplainer,-1,0.021563827991485596
GraphSAGE,33,37,0.05,random,0,0.006468236446380615
GraphSAGE,33,37,0.05,random,1,0.006750643253326416
GraphSAGE,33,37,0.05,random,2,-0.0006114840507507324
GraphSAGE,33,37,0.05,random,3,0.011913180351257324
GraphSAGE,33,37,0.05,random,4,0.0017924308776855469
GraphSAGE,33,37,0.05,random,5,0.0007217526435852051
GraphSAGE,33,37,0.05,random,6,0.001927495002746582
GraphSAGE,33,37,0.05,random,7,0.009815216064453125
GraphSAGE,33,37,0.05,random,8,-0.001865386962890625
GraphSAGE,33,37,0.05,random,9,0.0015848875045776367
GraphSAGE,33,37,0.05,random,10,0.010167568922042847
GraphSAGE,33,37,0.05,random,11,0.008375346660614014
GraphSAGE,33,37,0.05,random,12,0.011624634265899658
GraphSAGE,33,37,0.05,random,13,0.008499681949615479
GraphSAGE,33,37,0.05,random,14,0.006927847862243652
GraphSAGE,33,37,0.05,random,15,0.009964585304260254
GraphSAGE,33,37,0.05,random,16,0.011589586734771729
GraphSAGE,33,37,0.05,random,17,0.0007594823837280273
GraphSAGE,33,37,0.05,random,18,0.01116451621055603
GraphSAGE,33,37,0.05,random,19,0.004588186740875244
GraphSAGE,33,37,0.1,gnnexplainer,-1,0.02821815013885498
GraphSAGE,33,37,0.1,random,0,0.021890252828598022
GraphSAGE,33,37,0.1,random,1,0.007700800895690918
GraphSAGE,33,37,0.1,random,2,0.011659085750579834
GraphSAGE,33,37,0.1,random,3,0.0008581280708312988
GraphSAGE,33,37,0.1,random,4,0.012872755527496338
GraphSAGE,33,37,0.1,random,5,0.00970420241355896
GraphSAGE,33,37,0.1,random,6,0.014418363571166992
GraphSAGE,33,37,0.1,random,7,0.0064750611782073975
GraphSAGE,33,37,0.1,random,8,0.013062715530395508
GraphSAGE,33,37,0.1,random,9,0.01392287015914917
GraphSAGE,33,37,0.1,random,10,0.014713495969772339
GraphSAGE,33,37,0.1,random,11,0.016339033842086792
GraphSAGE,33,37,0.1,random,12,0.023651689291000366
GraphSAGE,33,37,0.1,random,13,0.005736351013183594
GraphSAGE,33,37,0.1,random,14,-0.0036373138427734375
GraphSAGE,33,37,0.1,random,15,0.010340183973312378
GraphSAGE,33,37,0.1,random,16,0.002073138952255249
GraphSAGE,33,37,0.1,random,17,0.004002422094345093
GraphSAGE,33,37,0.1,random,18,0.004745930433273315
GraphSAGE,33,37,0.1,random,19,0.010487854480743408
GraphSAGE,33,37,0.2,gnnexplainer,-1,0.03166615962982178
GraphSAGE,33,37,0.2,random,0,0.013465166091918945
GraphSAGE,33,37,0.2,random,1,0.016157448291778564
GraphSAGE,33,37,0.2,random,2,0.007109016180038452
GraphSAGE,33,37,0.2,random,3,0.017378538846969604
GraphSAGE,33,37,0.2,random,4,0.033418744802474976
GraphSAGE,33,37,0.2,random,5,0.01879867911338806
GraphSAGE,33,37,0.2,random,6,0.014737367630004883
GraphSAGE,33,37,0.2,random,7,0.0294247567653656
GraphSAGE,33,37,0.2,random,8,0.02395617961883545
GraphSAGE,33,37,0.2,random,9,0.030146300792694092
GraphSAGE,33,37,0.2,random,10,0.023907601833343506
GraphSAGE,33,37,0.2,random,11,0.0217934250831604
GraphSAGE,33,37,0.2,random,12,-0.00017601251602172852
GraphSAGE,33,37,0.2,random,13,0.007234305143356323
GraphSAGE,33,37,0.2,random,14,0.022622287273406982
GraphSAGE,33,37,0.2,random,15,0.020616531372070312
GraphSAGE,33,37,0.2,random,16,0.009893953800201416
GraphSAGE,33,37,0.2,random,17,0.021684646606445312
GraphSAGE,33,37,0.2,random,18,0.0361751914024353
GraphSAGE,33,37,0.2,random,19,0.03161966800689697
GraphSAGE,54,11,0.05,gnnexplainer,-1,0.03322941064834595
GraphSAGE,54,11,0.05,random,0,0.018107682466506958
GraphSAGE,54,11,0.05,random,1,-0.0005013644695281982
GraphSAGE,54,11,0.05,random,2,0.018253356218338013
GraphSAGE,54,11,0.05,random,3,0.006461054086685181
GraphSAGE,54,11,0.05,random,4,-0.009602278470993042
GraphSAGE,54,11,0.05,random,5,0.0017386972904205322
GraphSAGE,54,11,0.05,random,6,0.007036387920379639
GraphSAGE,54,11,0.05,random,7,0.02434101700782776
GraphSAGE,54,11,0.05,random,8,0.011557191610336304
GraphSAGE,54,11,0.05,random,9,0.01648971438407898
GraphSAGE,54,11,0.05,random,10,-0.004420220851898193
GraphSAGE,54,11,0.05,random,11,0.0053202807903289795
GraphSAGE,54,11,0.05,random,12,0.02975723147392273
GraphSAGE,54,11,0.05,random,13,0.028229862451553345
GraphSAGE,54,11,0.05,random,14,0.015119820833206177
GraphSAGE,54,11,0.05,random,15,0.012398898601531982
GraphSAGE,54,11,0.05,random,16,0.010657697916030884
GraphSAGE,54,11,0.05,random,17,0.007148802280426025
GraphSAGE,54,11,0.05,random,18,0.018209189176559448
GraphSAGE,54,11,0.05,random,19,0.005951106548309326
GraphSAGE,54,11,0.1,gnnexplainer,-1,0.045615166425704956
GraphSAGE,54,11,0.1,random,0,0.013975679874420166
GraphSAGE,54,11,0.1,random,1,0.01654830574989319
GraphSAGE,54,11,0.1,random,2,0.03275883197784424
GraphSAGE,54,11,0.1,random,3,-0.0031266212463378906
GraphSAGE,54,11,0.1,random,4,0.011923730373382568
GraphSAGE,54,11,0.1,random,5,0.022040069103240967
GraphSAGE,54,11,0.1,random,6,0.03514900803565979
GraphSAGE,54,11,0.1,random,7,-0.011113464832305908
GraphSAGE,54,11,0.1,random,8,0.0067288875579833984
GraphSAGE,54,11,0.1,random,9,0.032988935708999634
GraphSAGE,54,11,0.1,random,10,0.010172545909881592
GraphSAGE,54,11,0.1,random,11,0.026721268892288208
GraphSAGE,54,11,0.1,random,12,0.02646276354789734
GraphSAGE,54,11,0.1,random,13,0.017929881811141968
GraphSAGE,54,11,0.1,random,14,0.015691250562667847
GraphSAGE,54,11,0.1,random,15,0.0005226433277130127
GraphSAGE,54,11,0.1,random,16,0.023159563541412354
GraphSAGE,54,11,0.1,random,17,0.022955387830734253
GraphSAGE,54,11,0.1,random,18,0.030633270740509033
GraphSAGE,54,11,0.1,random,19,0.016068071126937866
GraphSAGE,54,11,0.2,gnnexplainer,-1,0.06783726811408997
GraphSAGE,54,11,0.2,random,0,0.0335327684879303
GraphSAGE,54,11,0.2,random,1,0.01404261589050293
GraphSAGE,54,11,0.2,random,2,0.021968871355056763
GraphSAGE,54,11,0.2,random,3,0.025839537382125854
GraphSAGE,54,11,0.2,random,4,0.027320057153701782
GraphSAGE,54,11,0.2,random,5,0.02608320116996765
GraphSAGE,54,11,0.2,random,6,0.022516578435897827
GraphSAGE,54,11,0.2,random,7,0.03757724165916443
GraphSAGE,54,11,0.2,random,8,0.0426500141620636
GraphSAGE,54,11,0.2,random,9,0.036939769983291626
GraphSAGE,54,11,0.2,random,10,0.01594480872154236
GraphSAGE,54,11,0.2,random,11,0.01639118790626526
GraphSAGE,54,11,0.2,random,12,0.05070573091506958
GraphSAGE,54,11,0.2,random,13,0.002199918031692505
GraphSAGE,54,11,0.2,random,14,0.010884106159210205
GraphSAGE,54,11,0.2,random,15,0.019938915967941284
GraphSAGE,54,11,0.2,random,16,0.03441384434700012
GraphSAGE,54,11,0.2,random,17,0.038265377283096313
GraphSAGE,54,11,0.2,random,18,0.0463312566280365
GraphSAGE,54,11,0.2,random,19,0.023458093404769897
GraphSAGE,54,23,0.05,gnnexplainer,-1,0.0429740846157074
GraphSAGE,54,23,0.05,random,0,0.007885664701461792
GraphSAGE,54,23,0.05,random,1,0.01588839292526245
GraphSAGE,54,23,0.05,random,2,0.005577534437179565
GraphSAGE,54,23,0.05,random,3,-0.00024646520614624023
GraphSAGE,54,23,0.05,random,4,0.009240657091140747
GraphSAGE,54,23,0.05,random,5,0.0030345618724823
GraphSAGE,54,23,0.05,random,6,0.008588969707489014
GraphSAGE,54,23,0.05,random,7,-0.0055658817291259766
GraphSAGE,54,23,0.05,random,8,0.014533013105392456
GraphSAGE,54,23,0.05,random,9,0.012152403593063354
GraphSAGE,54,23,0.05,random,10,0.002133607864379883
GraphSAGE,54,23,0.05,random,11,0.008248120546340942
GraphSAGE,54,23,0.05,random,12,0.005554765462875366
GraphSAGE,54,23,0.05,random,13,0.00923505425453186
GraphSAGE,54,23,0.05,random,14,0.01441192626953125
GraphSAGE,54,23,0.05,random,15,0.014281094074249268
GraphSAGE,54,23,0.05,random,16,0.013588964939117432
GraphSAGE,54,23,0.05,random,17,0.016048014163970947
GraphSAGE,54,23,0.05,random,18,0.007590681314468384
GraphSAGE,54,23,0.05,random,19,0.014868557453155518
GraphSAGE,54,23,0.1,gnnexplainer,-1,0.049303680658340454
GraphSAGE,54,23,0.1,random,0,0.007025867700576782
GraphSAGE,54,23,0.1,random,1,0.034284502267837524
GraphSAGE,54,23,0.1,random,2,0.004719555377960205
GraphSAGE,54,23,0.1,random,3,0.03322461247444153
GraphSAGE,54,23,0.1,random,4,0.03359121084213257
GraphSAGE,54,23,0.1,random,5,0.005988210439682007
GraphSAGE,54,23,0.1,random,6,0.005601376295089722
GraphSAGE,54,23,0.1,random,7,-0.007706135511398315
GraphSAGE,54,23,0.1,random,8,-0.00014832615852355957
GraphSAGE,54,23,0.1,random,9,0.016149938106536865
GraphSAGE,54,23,0.1,random,10,0.014330387115478516
GraphSAGE,54,23,0.1,random,11,0.009451478719711304
GraphSAGE,54,23,0.1,random,12,0.01566365361213684
GraphSAGE,54,23,0.1,random,13,0.020324617624282837
GraphSAGE,54,23,0.1,random,14,0.010627686977386475
GraphSAGE,54,23,0.1,random,15,0.017170220613479614
GraphSAGE,54,23,0.1,random,16,0.018012940883636475
GraphSAGE,54,23,0.1,random,17,0.017502397298812866
GraphSAGE,54,23,0.1,random,18,-0.005241215229034424
GraphSAGE,54,23,0.1,random,19,0.002536386251449585
GraphSAGE,54,23,0.2,gnnexplainer,-1,0.08151108026504517
GraphSAGE,54,23,0.2,random,0,0.025273263454437256
GraphSAGE,54,23,0.2,random,1,0.04361158609390259
GraphSAGE,54,23,0.2,random,2,0.04389876127243042
GraphSAGE,54,23,0.2,random,3,-0.005311697721481323
GraphSAGE,54,23,0.2,random,4,0.028333991765975952
GraphSAGE,54,23,0.2,random,5,0.03068917989730835
GraphSAGE,54,23,0.2,random,6,-0.00044980645179748535
GraphSAGE,54,23,0.2,random,7,0.006790429353713989
GraphSAGE,54,23,0.2,random,8,0.01689392328262329
GraphSAGE,54,23,0.2,random,9,0.01924842596054077
GraphSAGE,54,23,0.2,random,10,0.005123645067214966
GraphSAGE,54,23,0.2,random,11,0.02871432900428772
GraphSAGE,54,23,0.2,random,12,0.002248048782348633
GraphSAGE,54,23,0.2,random,13,0.03300026059150696
GraphSAGE,54,23,0.2,random,14,0.035436421632766724
GraphSAGE,54,23,0.2,random,15,0.0019667446613311768
GraphSAGE,54,23,0.2,random,16,0.0041870176792144775
GraphSAGE,54,23,0.2,random,17,0.010064393281936646
GraphSAGE,54,23,0.2,random,18,0.04312369227409363
GraphSAGE,54,23,0.2,random,19,0.020147889852523804
GraphSAGE,54,37,0.05,gnnexplainer,-1,0.04450061917304993
GraphSAGE,54,37,0.05,random,0,0.0226803719997406
GraphSAGE,54,37,0.05,random,1,0.01644235849380493
GraphSAGE,54,37,0.05,random,2,0.031292110681533813
GraphSAGE,54,37,0.05,random,3,0.007641822099685669
GraphSAGE,54,37,0.05,random,4,0.026746809482574463
GraphSAGE,54,37,0.05,random,5,0.016055583953857422
GraphSAGE,54,37,0.05,random,6,0.013919144868850708
GraphSAGE,54,37,0.05,random,7,0.008313566446304321
GraphSAGE,54,37,0.05,random,8,0.009276270866394043
GraphSAGE,54,37,0.05,random,9,0.0027199089527130127
GraphSAGE,54,37,0.05,random,10,0.003147512674331665
GraphSAGE,54,37,0.05,random,11,0.010340124368667603
GraphSAGE,54,37,0.05,random,12,0.006762593984603882
GraphSAGE,54,37,0.05,random,13,0.018950551748275757
GraphSAGE,54,37,0.05,random,14,0.00036200881004333496
GraphSAGE,54,37,0.05,random,15,0.01883867383003235
GraphSAGE,54,37,0.05,random,16,0.025571495294570923
GraphSAGE,54,37,0.05,random,17,7.334351539611816e-05
