architecture,patient,area_factor,method,repeat,probability_IC_change,area_probe_shift_sd,eccentricity_probe_shift_sd,solidity_probe_shift_sd,feature_support_fraction,clinical_validity
GCN,106,1.05,random,12,-0.0015697479248046875,0.001099228858947754,-0.0025217831134796143,0.006116226315498352,1.0,False
GCN,106,1.05,random,13,0.0013831257820129395,0.006551086902618408,-0.0004653036594390869,-0.010925650596618652,1.0,False
GCN,106,1.05,random,14,0.0005143880844116211,-0.002664715051651001,-0.007385849952697754,-0.02350601553916931,1.0,False
GCN,106,1.05,random,15,0.0007683038711547852,0.003221273422241211,0.003968685865402222,0.005410432815551758,1.0,False
GCN,106,1.05,random,16,-0.0009052753448486328,-0.009543538093566895,-0.002850830554962158,-0.02006697654724121,1.0,False
GCN,106,1.05,random,17,0.0019355416297912598,0.013828396797180176,-0.024085015058517456,0.04018174111843109,1.0,False
GCN,106,1.05,random,18,0.0015567541122436523,0.010277152061462402,0.003422468900680542,0.006028786301612854,1.0,False
GCN,106,1.05,random,19,-0.0006124377250671387,0.005913257598876953,-0.015085786581039429,0.006682455539703369,1.0,False
GCN,118,0.95,gcia_morphology,-1,-0.01990485191345215,-0.1336759626865387,-0.019481122493743896,-0.04042142629623413,1.0,False
GCN,118,0.95,random,0,-0.00045609474182128906,-0.009326502680778503,0.0017977356910705566,-0.011497199535369873,1.0,False
GCN,118,0.95,random,1,0.001475512981414795,0.009264558553695679,0.012115061283111572,0.004699766635894775,1.0,False
GCN,118,0.95,random,2,-0.002217233180999756,-0.011217877268791199,-0.01714080572128296,0.011984407901763916,1.0,False
GCN,118,0.95,random,3,-0.0033732056617736816,-0.015256687998771667,0.015203356742858887,-0.009138047695159912,1.0,False
GCN,118,0.95,random,4,-0.0019764304161071777,0.002232477068901062,0.02195298671722412,0.012539565563201904,1.0,False
GCN,118,0.95,random,5,-0.0032230615615844727,-0.0028468817472457886,0.024775803089141846,0.026103317737579346,1.0,False
GCN,118,0.95,random,6,-0.0016889572143554688,-0.0018334537744522095,0.012655675411224365,0.0020911693572998047,1.0,False
GCN,118,0.95,random,7,0.0019169449806213379,-0.003471061587333679,0.02598714828491211,-0.05513221025466919,1.0,False
GCN,118,0.95,random,8,0.0026027560234069824,0.003935322165489197,0.0042937397956848145,0.023947536945343018,1.0,False
GCN,118,0.95,random,9,-0.0005019307136535645,0.02205614745616913,0.008555114269256592,0.007634639739990234,1.0,False
GCN,118,0.95,random,10,-0.0029134750366210938,-0.00477232038974762,-0.025513052940368652,-0.005965828895568848,1.0,False
GCN,118,0.95,random,11,6.4849853515625e-05,-0.005408450961112976,-0.007521986961364746,-0.0044171810150146484,1.0,False
GCN,118,0.95,random,12,-0.004420340061187744,-0.015734776854515076,0.032947421073913574,-0.015453338623046875,1.0,False
GCN,118,0.95,random,13,0.0009108185768127441,0.00948895514011383,-0.03353285789489746,0.059278786182403564,1.0,False
GCN,118,0.95,random,14,0.0020279884338378906,0.006086379289627075,0.013612210750579834,-0.02279031276702881,1.0,False
GCN,118,0.95,random,15,-0.0022920966148376465,-0.0014215707778930664,-0.03300750255584717,0.045148372650146484,1.0,False
GCN,118,0.95,random,16,0.001437842845916748,0.003410845994949341,0.03962564468383789,-0.03669548034667969,1.0,False
GCN,118,0.95,random,17,0.0023822784423828125,0.0074917227029800415,-0.04201984405517578,0.027371227741241455,1.0,False
GCN,118,0.95,random,18,0.0037199854850769043,0.013008669018745422,-0.009249508380889893,0.010336697101593018,1.0,False
GCN,118,0.95,random,19,0.0033452510833740234,0.022030815482139587,0.003925681114196777,0.02224522829055786,1.0,False
GCN,118,1.05,gcia_morphology,-1,0.01988428831100464,0.13392816483974457,0.01874995231628418,0.03913658857345581,1.0,False
