patient,seed,fraction,method,repeat,predicted_class_drop
118,23,0.05,random,14,0.013851463794708252
118,23,0.05,random,15,0.009453296661376953
118,23,0.05,random,16,0.014461815357208252
118,23,0.05,random,17,0.013511180877685547
118,23,0.05,random,18,-0.006808340549468994
118,23,0.05,random,19,0.04714393615722656
118,23,0.1,gnnexplainer,-1,0.15344101190567017
118,23,0.1,random,0,0.0031662583351135254
118,23,0.1,random,1,0.005849778652191162
118,23,0.1,random,2,0.015038013458251953
118,23,0.1,random,3,0.035807788372039795
118,23,0.1,random,4,0.03213435411453247
118,23,0.1,random,5,0.024830996990203857
118,23,0.1,random,6,0.011606454849243164
118,23,0.1,random,7,0.0009073615074157715
118,23,0.1,random,8,-0.0013461112976074219
118,23,0.1,random,9,-0.014049530029296875
118,23,0.1,random,10,-0.013182640075683594
118,23,0.1,random,11,0.022332191467285156
118,23,0.1,random,12,0.013552844524383545
118,23,0.1,random,13,0.006588280200958252
118,23,0.1,random,14,0.0766744613647461
118,23,0.1,random,15,0.017366409301757812
118,23,0.1,random,16,0.04042845964431763
118,23,0.1,random,17,-0.0015659928321838379
118,23,0.1,random,18,0.008456707000732422
118,23,0.1,random,19,0.050952255725860596
118,23,0.2,gnnexplainer,-1,0.2623438835144043
118,23,0.2,random,0,0.03953367471694946
118,23,0.2,random,1,-0.008620738983154297
118,23,0.2,random,2,-0.010023117065429688
118,23,0.2,random,3,0.030424654483795166
118,23,0.2,random,4,0.00054168701171875
118,23,0.2,random,5,0.061924517154693604
118,23,0.2,random,6,0.031029045581817627
118,23,0.2,random,7,0.03603774309158325
118,23,0.2,random,8,0.07866829633712769
118,23,0.2,random,9,0.0578959584236145
118,23,0.2,random,10,0.07663196325302124
118,23,0.2,random,11,0.04566878080368042
118,23,0.2,random,12,0.07630354166030884
118,23,0.2,random,13,0.06653088331222534
118,23,0.2,random,14,0.054636240005493164
118,23,0.2,random,15,0.013659536838531494
118,23,0.2,random,16,0.04980015754699707
118,23,0.2,random,17,-0.005772590637207031
118,23,0.2,random,18,-0.00010019540786743164
118,23,0.2,random,19,0.05817669630050659
118,37,0.05,gnnexplainer,-1,0.06897372007369995
118,37,0.05,random,0,0.013829529285430908
118,37,0.05,random,1,0.005182206630706787
118,37,0.05,random,2,-0.017853915691375732
118,37,0.05,random,3,0.03960150480270386
118,37,0.05,random,4,0.00396353006362915
118,37,0.05,random,5,0.03238081932067871
118,37,0.05,random,6,-0.005489170551300049
118,37,0.05,random,7,0.019454538822174072
118,37,0.05,random,8,0.014189302921295166
118,37,0.05,random,9,0.011537730693817139
118,37,0.05,random,10,0.005818784236907959
118,37,0.05,random,11,0.025972306728363037
118,37,0.05,random,12,0.022981643676757812
118,37,0.05,random,13,0.007934749126434326
118,37,0.05,random,14,0.015459716320037842
118,37,0.05,random,15,0.015567481517791748
118,37,0.05,random,16,0.008816242218017578
118,37,0.05,random,17,0.007367849349975586
118,37,0.05,random,18,0.016372978687286377
118,37,0.05,random,19,0.009732067584991455
118,37,0.1,gnnexplainer,-1,0.15365618467330933
118,37,0.1,random,0,0.014143407344818115
118,37,0.1,random,1,-0.008930206298828125
118,37,0.1,random,2,-0.022675693035125732
118,37,0.1,random,3,0.0034069418907165527
118,37,0.1,random,4,0.05365806818008423
118,37,0.1,random,5,0.04358857870101929
118,37,0.1,random,6,0.0035036206245422363
118,37,0.1,random,7,0.02133089303970337
118,37,0.1,random,8,0.01807302236557007
118,37,0.1,random,9,0.03658372163772583
118,37,0.1,random,10,0.03125232458114624
118,37,0.1,random,11,-0.008449971675872803
118,37,0.1,random,12,0.008830010890960693
118,37,0.1,random,13,0.015452682971954346
118,37,0.1,random,14,-0.002501249313354492
118,37,0.1,random,15,-0.0030524730682373047
118,37,0.1,random,16,0.010179758071899414
118,37,0.1,random,17,-0.008897244930267334
118,37,0.1,random,18,-0.009454786777496338
118,37,0.1,random,19,0.003950595855712891
118,37,0.2,gnnexplainer,-1,0.1481054425239563
118,37,0.2,random,0,0.04315298795700073
118,37,0.2,random,1,0.0672045350074768
118,37,0.2,random,2,0.06976675987243652
118,37,0.2,random,3,0.01886892318725586
118,37,0.2,random,4,0.05260390043258667
118,37,0.2,random,5,0.0275723934173584
118,37,0.2,random,6,0.016086578369140625
118,37,0.2,random,7,0.02592569589614868
118,37,0.2,random,8,0.055925846099853516
118,37,0.2,random,9,0.08476662635803223
118,37,0.2,random,10,0.042968928813934326
118,37,0.2,random,11,0.024566471576690674
118,37,0.2,random,12,0.07933717966079712
118,37,0.2,random,13,0.03683203458786011
118,37,0.2,random,14,0.006640493869781494
118,37,0.2,random,15,0.03809171915054321
118,37,0.2,random,16,-0.004661619663238525
118,37,0.2,random,17,-0.0044934749603271484
118,37,0.2,random,18,0.021839618682861328
118,37,0.2,random,19,-0.004479110240936279
120,11,0.05,gnnexplainer,-1,0.13639938831329346
120,11,0.05,random,0,0.015510082244873047
120,11,0.05,random,1,0.018458843231201172
120,11,0.05,random,2,0.010480135679244995
120,11,0.05,random,3,0.03876033425331116
120,11,0.05,random,4,0.036963820457458496
120,11,0.05,random,5,-0.015402913093566895
120,11,0.05,random,6,0.0237082839012146
120,11,0.05,random,7,0.059819966554641724
120,11,0.05,random,8,-0.00890880823135376
120,11,0.05,random,9,0.01066732406616211
120,11,0.05,random,10,-0.015592455863952637
120,11,0.05,random,11,-0.010388821363449097
120,11,0.05,random,12,0.0033016204833984375
120,11,0.05,random,13,-0.013208985328674316
120,11,0.05,random,14,-0.016292691230773926
120,11,0.05,random,15,-0.04172414541244507
120,11,0.05,random,16,-0.04318714141845703
120,11,0.05,random,17,0.003203660249710083
120,11,0.05,random,18,0.020931601524353027
120,11,0.05,random,19,0.03921690583229065
120,11,0.1,gnnexplainer,-1,0.23943790793418884
120,11,0.1,random,0,0.0818403959274292
120,11,0.1,random,1,0.08763301372528076
120,11,0.1,random,2,0.03891628980636597
120,11,0.1,random,3,0.03518366813659668
120,11,0.1,random,4,-0.08776836097240448
120,11,0.1,random,5,-0.011030793190002441
120,11,0.1,random,6,0.003006488084793091
120,11,0.1,random,7,0.05179789662361145
120,11,0.1,random,8,0.02738344669342041
120,11,0.1,random,9,-0.018425941467285156
120,11,0.1,random,10,0.02090519666671753
120,11,0.1,random,11,0.03572946786880493
120,11,0.1,random,12,0.059936702251434326
120,11,0.1,random,13,-0.020156681537628174
120,11,0.1,random,14,0.09065881371498108
120,11,0.1,random,15,0.0709482729434967
120,11,0.1,random,16,0.039032936096191406
120,11,0.1,random,17,0.018139779567718506
120,11,0.1,random,18,0.12773779034614563
120,11,0.1,random,19,0.08462756872177124
120,11,0.2,gnnexplainer,-1,0.36460694670677185
120,11,0.2,random,0,0.01776587963104248
120,11,0.2,random,1,-0.06306542456150055
120,11,0.2,random,2,-0.09788629412651062
120,11,0.2,random,3,0.04638725519180298
120,11,0.2,random,4,-0.04952692985534668
120,11,0.2,random,5,0.0012715458869934082
120,11,0.2,random,6,0.05547630786895752
120,11,0.2,random,7,-0.01315164566040039
120,11,0.2,random,8,0.13903969526290894
120,11,0.2,random,9,0.10637354850769043
120,11,0.2,random,10,0.08170062303543091
120,11,0.2,random,11,0.08918800950050354
120,11,0.2,random,12,0.05914109945297241
120,11,0.2,random,13,0.127873957157135
120,11,0.2,random,14,0.004208266735076904
120,11,0.2,random,15,0.048379093408584595
120,11,0.2,random,16,-0.06237784028053284
120,11,0.2,random,17,0.051895320415496826
120,11,0.2,random,18,0.1406135857105255
120,11,0.2,random,19,0.07287222146987915
120,23,0.05,gnnexplainer,-1,0.13719826936721802
120,23,0.05,random,0,0.030941128730773926
120,23,0.05,random,1,0.024596452713012695
120,23,0.05,random,2,-0.004150301218032837
120,23,0.05,random,3,0.049038082361221313
120,23,0.05,random,4,0.001742929220199585
120,23,0.05,random,5,0.02053666114807129
120,23,0.05,random,6,0.07828354835510254
120,23,0.05,random,7,-0.056227609515190125
120,23,0.05,random,8,0.047073185443878174
120,23,0.05,random,9,0.0733838677406311
120,23,0.05,random,10,0.05563008785247803
120,23,0.05,random,11,0.07338753342628479
120,23,0.05,random,12,0.05911290645599365
120,23,0.05,random,13,0.034204065799713135
120,23,0.05,random,14,0.04682701826095581
120,23,0.05,random,15,-0.03062582015991211
120,23,0.05,random,16,-0.0047188401222229
120,23,0.05,random,17,0.015483438968658447
120,23,0.05,random,18,0.012982398271560669
120,23,0.05,random,19,0.024237781763076782
120,23,0.1,gnnexplainer,-1,0.2408527433872223
120,23,0.1,random,0,0.03829959034919739
120,23,0.1,random,1,0.1435028612613678
120,23,0.1,random,2,0.058904290199279785
120,23,0.1,random,3,0.060358673334121704
120,23,0.1,random,4,0.011287838220596313
120,23,0.1,random,5,0.08571958541870117
120,23,0.1,random,6,0.12289959192276001
120,23,0.1,random,7,0.03214603662490845
120,23,0.1,random,8,0.008037596940994263
120,23,0.1,random,9,0.03905490040779114
120,23,0.1,random,10,0.010248839855194092
120,23,0.1,random,11,0.04059624671936035
120,23,0.1,random,12,0.020758777856826782
120,23,0.1,random,13,0.07553154230117798
120,23,0.1,random,14,-0.009011834859848022
120,23,0.1,random,15,0.12865209579467773
120,23,0.1,random,16,-0.05522865056991577
120,23,0.1,random,17,-0.08445592224597931
120,23,0.1,random,18,0.04281678795814514
120,23,0.1,random,19,0.07802128791809082
120,23,0.2,gnnexplainer,-1,0.3341306746006012
120,23,0.2,random,0,-0.02341592311859131
120,23,0.2,random,1,-0.03577348589897156
120,23,0.2,random,2,0.07128992676734924
120,23,0.2,random,3,0.10856562852859497
120,23,0.2,random,4,0.10564976930618286
120,23,0.2,random,5,0.03938257694244385
120,23,0.2,random,6,0.10666418075561523
120,23,0.2,random,7,0.007044017314910889
120,23,0.2,random,8,0.08309996128082275
120,23,0.2,random,9,-0.004372239112854004
120,23,0.2,random,10,-0.05728067457675934
120,23,0.2,random,11,0.16501033306121826
120,23,0.2,random,12,-0.01045459508895874
120,23,0.2,random,13,0.0282476544380188
120,23,0.2,random,14,-0.03435230255126953
120,23,0.2,random,15,-0.09461595118045807
120,23,0.2,random,16,0.09372967481613159
120,23,0.2,random,17,0.07088115811347961
120,23,0.2,random,18,-0.006500244140625
120,23,0.2,random,19,0.006399571895599365
120,37,0.05,gnnexplainer,-1,0.13639938831329346
120,37,0.05,random,0,-0.03854462504386902
120,37,0.05,random,1,0.037811100482940674
120,37,0.05,random,2,-0.0042629241943359375
120,37,0.05,random,3,0.06128755211830139
120,37,0.05,random,4,0.015049725770950317
120,37,0.05,random,5,-0.021090388298034668
120,37,0.05,random,6,0.02243742346763611
120,37,0.05,random,7,0.03352692723274231
120,37,0.05,random,8,0.05024075508117676
120,37,0.05,random,9,0.056650519371032715
120,37,0.05,random,10,-0.017335355281829834
120,37,0.05,random,11,0.05475834012031555
120,37,0.05,random,12,-0.07142864167690277
120,37,0.05,random,13,0.06558972597122192
120,37,0.05,random,14,0.02631443738937378
120,37,0.05,random,15,-0.014689326286315918
120,37,0.05,random,16,0.05401688814163208
120,37,0.05,random,17,0.011225104331970215
120,37,0.05,random,18,0.045898228883743286
120,37,0.05,random,19,0.027173876762390137
120,37,0.1,gnnexplainer,-1,0.23504969477653503
120,37,0.1,random,0,0.03011825680732727
120,37,0.1,random,1,-0.0439285933971405
120,37,0.1,random,2,0.0665426254272461
120,37,0.1,random,3,0.0383296012878418
120,37,0.1,random,4,0.03987836837768555
120,37,0.1,random,5,0.01547423005104065
120,37,0.1,random,6,0.028083592653274536
120,37,0.1,random,7,-0.006745636463165283
120,37,0.1,random,8,0.019491374492645264
120,37,0.1,random,9,0.039349377155303955
120,37,0.1,random,10,-0.00420793890953064
120,37,0.1,random,11,0.012027442455291748
120,37,0.1,random,12,0.01750272512435913
120,37,0.1,random,13,0.11366799473762512
120,37,0.1,random,14,0.10517421364784241
120,37,0.1,random,15,0.005280017852783203
120,37,0.1,random,16,0.08220559358596802
120,37,0.1,random,17,0.01903855800628662
120,37,0.1,random,18,0.03441685438156128
120,37,0.1,random,19,0.048224836587905884
120,37,0.2,gnnexplainer,-1,0.3024430572986603
120,37,0.2,random,0,0.03291803598403931
120,37,0.2,random,1,-0.05289506912231445
120,37,0.2,random,2,0.056534916162490845
120,37,0.2,random,3,-0.06398467719554901
120,37,0.2,random,4,0.010639548301696777
120,37,0.2,random,5,0.03881627321243286
120,37,0.2,random,6,0.13313889503479004
120,37,0.2,random,7,0.08916622400283813
120,37,0.2,random,8,0.03224062919616699
120,37,0.2,random,9,-0.08195652067661285
120,37,0.2,random,10,0.17113953828811646
120,37,0.2,random,11,0.07443872094154358
120,37,0.2,random,12,0.0878027081489563
120,37,0.2,random,13,0.07742255926132202
120,37,0.2,random,14,0.021212458610534668
120,37,0.2,random,15,0.11116474866867065
120,37,0.2,random,16,0.03150561451911926
120,37,0.2,random,17,0.10812908411026001
120,37,0.2,random,18,-0.06479933857917786
120,37,0.2,random,19,0.0431789755821228
124,11,0.05,gnnexplainer,-1,0.0727996677160263
124,11,0.05,random,0,0.018883518874645233
124,11,0.05,random,1,0.0018623694777488708
124,11,0.05,random,2,0.01952270418405533
124,11,0.05,random,3,0.010335922241210938
124,11,0.05,random,4,0.021333903074264526
124,11,0.05,random,5,0.0207163468003273
124,11,0.05,random,6,0.015143521130084991
124,11,0.05,random,7,0.02436220645904541
124,11,0.05,random,8,0.015857182443141937
124,11,0.05,random,9,0.013471990823745728
124,11,0.05,random,10,0.012250445783138275
124,11,0.05,random,11,0.00754818320274353
124,11,0.05,random,12,0.015930213034152985
124,11,0.05,random,13,0.006536759436130524
124,11,0.05,random,14,0.010757111012935638
124,11,0.05,random,15,0.01644080877304077
124,11,0.05,random,16,-0.006346255540847778
124,11,0.05,random,17,0.026555217802524567
124,11,0.05,random,18,0.003206968307495117
124,11,0.05,random,19,-0.0026640668511390686
124,11,0.1,gnnexplainer,-1,0.18299731612205505
124,11,0.1,random,0,-0.022771649062633514
124,11,0.1,random,1,0.018342100083827972
124,11,0.1,random,2,0.007176749408245087
124,11,0.1,random,3,0.00962088257074356
124,11,0.1,random,4,0.03268364816904068
124,11,0.1,random,5,0.00694633275270462
124,11,0.1,random,6,-0.009964056313037872
124,11,0.1,random,7,0.01691541075706482
124,11,0.1,random,8,-0.0019406676292419434
124,11,0.1,random,9,0.050698503851890564
124,11,0.1,random,10,0.04527647793292999
124,11,0.1,random,11,0.03818663954734802
124,11,0.1,random,12,6.914883852005005e-05
124,11,0.1,random,13,0.045427799224853516
124,11,0.1,random,14,0.009409844875335693
124,11,0.1,random,15,0.0025943517684936523
124,11,0.1,random,16,-0.02118183672428131
124,11,0.1,random,17,0.012896381318569183
124,11,0.1,random,18,0.004847235977649689
124,11,0.1,random,19,0.008745439350605011
124,11,0.2,gnnexplainer,-1,0.35863611102104187
124,11,0.2,random,0,0.09548307955265045
124,11,0.2,random,1,0.07790550589561462
124,11,0.2,random,2,0.002026565372943878
124,11,0.2,random,3,0.029739998281002045
124,11,0.2,random,4,0.05455879867076874
124,11,0.2,random,5,0.0810844749212265
124,11,0.2,random,6,-0.003368474543094635
124,11,0.2,random,7,0.0935230702161789
124,11,0.2,random,8,0.018432997167110443
124,11,0.2,random,9,0.0342898964881897
124,11,0.2,random,10,0.09889249503612518
124,11,0.2,random,11,-0.03243860974907875
124,11,0.2,random,12,0.09435619413852692
124,11,0.2,random,13,0.00686374306678772
124,11,0.2,random,14,-0.0074370503425598145
124,11,0.2,random,15,0.07287946343421936
124,11,0.2,random,16,0.06636793911457062
124,11,0.2,random,17,0.04492364823818207
124,11,0.2,random,18,0.047405049204826355
124,11,0.2,random,19,0.01910492032766342
124,23,0.05,gnnexplainer,-1,0.08278508484363556
124,23,0.05,random,0,0.0023530051112174988
124,23,0.05,random,1,0.00491633266210556
124,23,0.05,random,2,-0.007401563227176666
124,23,0.05,random,3,0.008210383355617523
124,23,0.05,random,4,0.002761274576187134
124,23,0.05,random,5,-0.0012052953243255615
124,23,0.05,random,6,-0.013189241290092468
124,23,0.05,random,7,0.023914925754070282
124,23,0.05,random,8,0.00468793511390686
124,23,0.05,random,9,0.016713224351406097
124,23,0.05,random,10,0.04486238956451416
124,23,0.05,random,11,0.017686478793621063
124,23,0.05,random,12,-0.022864069789648056
124,23,0.05,random,13,-0.03078746795654297
124,23,0.05,random,14,0.015688806772232056
124,23,0.05,random,15,0.008979178965091705
124,23,0.05,random,16,0.006259359419345856
124,23,0.05,random,17,0.024460814893245697
124,23,0.05,random,18,0.025732874870300293
124,23,0.05,random,19,0.015289545059204102
124,23,0.1,gnnexplainer,-1,0.1724432408809662
124,23,0.1,random,0,0.010284356772899628
124,23,0.1,random,1,0.013056688010692596
124,23,0.1,random,2,0.009791642427444458
124,23,0.1,random,3,0.0005722716450691223
124,23,0.1,random,4,0.08396004140377045
124,23,0.1,random,5,0.04478047788143158
124,23,0.1,random,6,0.004010356962680817
124,23,0.1,random,7,0.001881629228591919
124,23,0.1,random,8,0.015330314636230469
124,23,0.1,random,9,-0.0015818774700164795
124,23,0.1,random,10,0.04824307560920715
124,23,0.1,random,11,0.023560501635074615
124,23,0.1,random,12,0.01721089333295822
124,23,0.1,random,13,-0.005363762378692627
124,23,0.1,random,14,0.0431990772485733
124,23,0.1,random,15,0.012939326465129852
124,23,0.1,random,16,0.0568089634180069
124,23,0.1,random,17,-0.008812390267848969
124,23,0.1,random,18,-0.0014991089701652527
124,23,0.1,random,19,0.02147757261991501
124,23,0.2,gnnexplainer,-1,0.35863611102104187
124,23,0.2,random,0,-0.02529420331120491
124,23,0.2,random,1,0.015346713364124298
124,23,0.2,random,2,-0.014642342925071716
124,23,0.2,random,3,0.058454692363739014
124,23,0.2,random,4,-0.026506226509809494
124,23,0.2,random,5,0.0896005630493164
124,23,0.2,random,6,0.06916584074497223
124,23,0.2,random,7,0.013528682291507721
124,23,0.2,random,8,0.04389895498752594
124,23,0.2,random,9,0.017557628452777863
124,23,0.2,random,10,0.013372428715229034
124,23,0.2,random,11,-0.00735580176115036
124,23,0.2,random,12,0.030789248645305634
124,23,0.2,random,13,-0.011896006762981415
124,23,0.2,random,14,0.06638522446155548
124,23,0.2,random,15,0.00349242240190506
124,23,0.2,random,16,0.02708756923675537
124,23,0.2,random,17,0.10506169497966766
124,23,0.2,random,18,-0.007286101579666138
124,23,0.2,random,19,0.07154874503612518
124,37,0.05,gnnexplainer,-1,0.06508229672908783
124,37,0.05,random,0,0.03476160019636154
124,37,0.05,random,1,0.015129484236240387
124,37,0.05,random,2,0.026232875883579254
124,37,0.05,random,3,0.0051048025488853455
124,37,0.05,random,4,-0.030133645981550217
124,37,0.05,random,5,0.02106776088476181
124,37,0.05,random,6,-0.004459597170352936
124,37,0.05,random,7,0.0034224987030029297
124,37,0.05,random,8,0.030103325843811035
124,37,0.05,random,9,0.0046602413058280945
124,37,0.05,random,10,0.001981683075428009
124,37,0.05,random,11,0.015159018337726593
124,37,0.05,random,12,-0.003735452890396118
124,37,0.05,random,13,0.006054602563381195
124,37,0.05,random,14,0.020190872251987457
124,37,0.05,random,15,0.00601612776517868
124,37,0.05,random,16,0.012642286717891693
124,37,0.05,random,17,-0.002577453851699829
124,37,0.05,random,18,0.008866965770721436
124,37,0.05,random,19,0.0003039166331291199
124,37,0.1,gnnexplainer,-1,0.1683845818042755
124,37,0.1,random,0,0.001933760941028595
124,37,0.1,random,1,0.018686622381210327
124,37,0.1,random,2,0.017620503902435303
124,37,0.1,random,3,0.03929247707128525
124,37,0.1,random,4,0.013831071555614471
124,37,0.1,random,5,0.014262177050113678
124,37,0.1,random,6,0.05782531201839447
124,37,0.1,random,7,0.05450119078159332
124,37,0.1,random,8,0.011113040149211884
124,37,0.1,random,9,0.025955505669116974
124,37,0.1,random,10,0.04456746578216553
124,37,0.1,random,11,-0.006551027297973633
124,37,0.1,random,12,-0.008834443986415863
124,37,0.1,random,13,0.008014082908630371
124,37,0.1,random,14,0.03175532817840576
124,37,0.1,random,15,0.011979453265666962
124,37,0.1,random,16,0.03619980812072754
124,37,0.1,random,17,0.04390685260295868
124,37,0.1,random,18,0.057777658104896545
124,37,0.1,random,19,0.04482516646385193
124,37,0.2,gnnexplainer,-1,0.3521466553211212
124,37,0.2,random,0,0.05079403519630432
124,37,0.2,random,1,0.014658093452453613
124,37,0.2,random,2,0.035121649503707886
124,37,0.2,random,3,0.1505475491285324
124,37,0.2,random,4,0.004951484501361847
124,37,0.2,random,5,0.015158645808696747
124,37,0.2,random,6,0.006984136998653412
124,37,0.2,random,7,0.00043380260467529297
124,37,0.2,random,8,-0.006402701139450073
124,37,0.2,random,9,0.04206635057926178
124,37,0.2,random,10,0.09698081016540527
124,37,0.2,random,11,0.12259310483932495
124,37,0.2,random,12,0.011576749384403229
124,37,0.2,random,13,0.016900204122066498
124,37,0.2,random,14,0.05669926106929779
124,37,0.2,random,15,0.06312762200832367
124,37,0.2,random,16,0.018869780004024506
124,37,0.2,random,17,0.03282352536916733
124,37,0.2,random,18,0.010899901390075684
124,37,0.2,random,19,0.07106123864650726
132,11,0.05,gnnexplainer,-1,0.008994358591735363
132,11,0.05,random,0,0.0023533040657639503
132,11,0.05,random,1,0.001136899460107088
132,11,0.05,random,2,0.0012683919630944729
132,11,0.05,random,3,0.0025418614968657494
132,11,0.05,random,4,0.002385503612458706
132,11,0.05,random,5,0.0008141421712934971
132,11,0.05,random,6,9.17930155992508e-05
132,11,0.05,random,7,0.0009531672112643719
132,11,0.05,random,8,0.0016076769679784775
132,11,0.05,random,9,0.002856663428246975
132,11,0.05,random,10,0.0011583883315324783
132,11,0.05,random,11,-0.00013442151248455048
132,11,0.05,random,12,0.001479830127209425
132,11,0.05,random,13,0.0008672359399497509
132,11,0.05,random,14,0.0035827169194817543
132,11,0.05,random,15,0.0021716225892305374
132,11,0.05,random,16,0.0042208340018987656
132,11,0.05,random,17,0.0018527149222791195
132,11,0.05,random,18,0.0028233490884304047
132,11,0.05,random,19,0.0018314365297555923
132,11,0.1,gnnexplainer,-1,0.020145010203123093
132,11,0.1,random,0,0.004121976904571056
132,11,0.1,random,1,0.00816286075860262
132,11,0.1,random,2,0.0021882029250264168
132,11,0.1,random,3,0.002128821797668934
132,11,0.1,random,4,0.003735010512173176
132,11,0.1,random,5,0.0025822166353464127
132,11,0.1,random,6,0.007697666063904762
132,11,0.1,random,7,0.003121498040854931
132,11,0.1,random,8,0.006208573468029499
132,11,0.1,random,9,0.00458514504134655
132,11,0.1,random,10,0.007840020582079887
132,11,0.1,random,11,0.007009607739746571
132,11,0.1,random,12,0.007460357621312141
132,11,0.1,random,13,0.007579213939607143
132,11,0.1,random,14,0.00277124997228384
132,11,0.1,random,15,0.002369821071624756
132,11,0.1,random,16,0.004641844891011715
132,11,0.1,random,17,0.002197754569351673
132,11,0.1,random,18,0.005071981810033321
132,11,0.1,random,19,0.006185734644532204
132,11,0.2,gnnexplainer,-1,0.061062322929501534
132,11,0.2,random,0,0.011547556146979332
132,11,0.2,random,1,0.012822652235627174
132,11,0.2,random,2,0.011075491085648537
132,11,0.2,random,3,0.009531197138130665
132,11,0.2,random,4,0.00993342325091362
132,11,0.2,random,5,0.012083657085895538
132,11,0.2,random,6,0.01111900806427002
132,11,0.2,random,7,0.013094116002321243
132,11,0.2,random,8,0.007476469501852989
132,11,0.2,random,9,0.014884017407894135
132,11,0.2,random,10,0.01941879838705063
132,11,0.2,random,11,0.009480776265263557
132,11,0.2,random,12,0.012694232165813446
132,11,0.2,random,13,0.018690448254346848
132,11,0.2,random,14,0.003883121535181999
132,11,0.2,random,15,0.009041846729815006
132,11,0.2,random,16,0.007027996703982353
132,11,0.2,random,17,0.016361409798264503
132,11,0.2,random,18,0.009336510673165321
132,11,0.2,random,19,0.008440805599093437
132,23,0.05,gnnexplainer,-1,0.008719225414097309
132,23,0.05,random,0,0.0018583429045975208
132,23,0.05,random,1,0.003593815490603447
132,23,0.05,random,2,0.005607827566564083
132,23,0.05,random,3,0.0037309443578124046
132,23,0.05,random,4,0.0035207942128181458
132,23,0.05,random,5,0.002582947723567486
132,23,0.05,random,6,0.004693255759775639
132,23,0.05,random,7,0.002228180877864361
132,23,0.05,random,8,0.0027729151770472527
132,23,0.05,random,9,0.002011952456086874
132,23,0.05,random,10,0.002263330854475498
132,23,0.05,random,11,0.0008492749184370041
132,23,0.05,random,12,0.004613922908902168
132,23,0.05,random,13,0.0010923836380243301
132,23,0.05,random,14,0.0021535949781537056
132,23,0.05,random,15,0.001191684976220131
132,23,0.05,random,16,0.003058808855712414
132,23,0.05,random,17,0.0012499559670686722
132,23,0.05,random,18,0.004058101214468479
132,23,0.05,random,19,0.0029668044298887253
132,23,0.1,gnnexplainer,-1,0.020440537482500076
132,23,0.1,random,0,0.00359183456748724
132,23,0.1,random,1,0.0036289850249886513
132,23,0.1,random,2,0.0012436006218194962
132,23,0.1,random,3,0.005519515834748745
132,23,0.1,random,4,0.00675609614700079
132,23,0.1,random,5,0.0025619622319936752
132,23,0.1,random,6,0.003865269012749195
132,23,0.1,random,7,0.00689010601490736
132,23,0.1,random,8,0.004397476091980934
132,23,0.1,random,9,0.006146246567368507
132,23,0.1,random,10,0.004193355329334736
132,23,0.1,random,11,0.004775119945406914
132,23,0.1,random,12,0.0028681913390755653
132,23,0.1,random,13,0.0031713685020804405
132,23,0.1,random,14,0.004733082838356495
132,23,0.1,random,15,0.004490905441343784
132,23,0.1,random,16,0.0024138493463397026
132,23,0.1,random,17,0.006035427562892437
132,23,0.1,random,18,0.005100803449749947
132,23,0.1,random,19,0.004260205663740635
132,23,0.2,gnnexplainer,-1,0.06215439923107624
132,23,0.2,random,0,0.010925419628620148
132,23,0.2,random,1,0.010528745129704475
132,23,0.2,random,2,0.01050400361418724
132,23,0.2,random,3,0.008008488453924656
132,23,0.2,random,4,0.012591037899255753
132,23,0.2,random,5,0.005014196969568729
132,23,0.2,random,6,0.010541917756199837
132,23,0.2,random,7,0.010111965239048004
132,23,0.2,random,8,0.012789331376552582
132,23,0.2,random,9,0.009582928381860256
132,23,0.2,random,10,0.010657655075192451
132,23,0.2,random,11,0.005865560844540596
132,23,0.2,random,12,0.0165385901927948
132,23,0.2,random,13,0.007852739654481411
132,23,0.2,random,14,0.01201651617884636
132,23,0.2,random,15,0.01363992691040039
132,23,0.2,random,16,0.012412520125508308
132,23,0.2,random,17,0.013745350763201714
132,23,0.2,random,18,0.010882558301091194
132,23,0.2,random,19,0.006952888332307339
132,37,0.05,gnnexplainer,-1,0.008752304129302502
132,37,0.05,random,0,0.002154039219021797
132,37,0.05,random,1,0.0020242519676685333
132,37,0.05,random,2,0.0006735711358487606
132,37,0.05,random,3,0.002110057510435581
132,37,0.05,random,4,0.0017207791097462177
132,37,0.05,random,5,-1.1863186955451965e-05
132,37,0.05,random,6,0.0026346640661358833
132,37,0.05,random,7,0.0016039474867284298
132,37,0.05,random,8,0.002956419251859188
132,37,0.05,random,9,0.0025977259501814842
132,37,0.05,random,10,0.0023070042952895164
132,37,0.05,random,11,0.002220725640654564
132,37,0.05,random,12,0.0006672143936157227
132,37,0.05,random,13,0.0025966065004467964
132,37,0.05,random,14,0.0027273129671812057
132,37,0.05,random,15,0.00273932795971632
132,37,0.05,random,16,0.0013390923850238323
132,37,0.05,random,17,0.0020968858152627945
132,37,0.05,random,18,0.0016154083423316479
132,37,0.05,random,19,0.0026173917576670647
132,37,0.1,gnnexplainer,-1,0.02338581159710884
132,37,0.1,random,0,0.009473093785345554
132,37,0.1,random,1,0.002223476767539978
132,37,0.1,random,2,0.0027692411094903946
132,37,0.1,random,3,0.0055292267352342606
132,37,0.1,random,4,0.007335378788411617
132,37,0.1,random,5,0.007566223852336407
132,37,0.1,random,6,0.005419398657977581
132,37,0.1,random,7,0.007860084064304829
132,37,0.1,random,8,0.004640741273760796
