patient,seed,fraction,method,repeat,predicted_class_drop
22,23,0.2,random,15,0.007319331169128418
22,23,0.2,random,16,0.07365329563617706
22,23,0.2,random,17,-0.03985410928726196
22,23,0.2,random,18,0.05601884424686432
22,23,0.2,random,19,0.085720494389534
22,37,0.05,gnnexplainer,-1,0.11919932067394257
22,37,0.05,random,0,0.020671606063842773
22,37,0.05,random,1,-0.00929047167301178
22,37,0.05,random,2,-0.02456262707710266
22,37,0.05,random,3,0.027846932411193848
22,37,0.05,random,4,-0.041044965386390686
22,37,0.05,random,5,-0.007379546761512756
22,37,0.05,random,6,-0.03265245258808136
22,37,0.05,random,7,0.0019426047801971436
22,37,0.05,random,8,-0.014508038759231567
22,37,0.05,random,9,0.06048695743083954
22,37,0.05,random,10,0.017946898937225342
22,37,0.05,random,11,-0.012194514274597168
22,37,0.05,random,12,0.011865824460983276
22,37,0.05,random,13,0.02130548655986786
22,37,0.05,random,14,-0.02056252956390381
22,37,0.05,random,15,0.011362195014953613
22,37,0.05,random,16,0.016909822821617126
22,37,0.05,random,17,0.0020168274641036987
22,37,0.05,random,18,0.027384787797927856
22,37,0.05,random,19,-0.0007603764533996582
22,37,0.1,gnnexplainer,-1,0.2002507895231247
22,37,0.1,random,0,0.017622217535972595
22,37,0.1,random,1,0.03475138545036316
22,37,0.1,random,2,0.0601990669965744
22,37,0.1,random,3,-0.021908432245254517
22,37,0.1,random,4,0.01958148181438446
22,37,0.1,random,5,0.009322881698608398
22,37,0.1,random,6,0.016388222575187683
22,37,0.1,random,7,0.05990605056285858
22,37,0.1,random,8,0.031107068061828613
22,37,0.1,random,9,-0.001280069351196289
22,37,0.1,random,10,-0.023179352283477783
22,37,0.1,random,11,0.056376829743385315
22,37,0.1,random,12,0.012759372591972351
22,37,0.1,random,13,0.023970723152160645
22,37,0.1,random,14,0.054934218525886536
22,37,0.1,random,15,0.013559877872467041
22,37,0.1,random,16,0.027462884783744812
22,37,0.1,random,17,-0.009229540824890137
22,37,0.1,random,18,0.10475505888462067
22,37,0.1,random,19,-0.0025852471590042114
22,37,0.2,gnnexplainer,-1,0.29307205975055695
22,37,0.2,random,0,0.0646190196275711
22,37,0.2,random,1,0.07772071659564972
22,37,0.2,random,2,-0.0009201765060424805
22,37,0.2,random,3,0.049711957573890686
22,37,0.2,random,4,0.0680650919675827
22,37,0.2,random,5,0.09889523684978485
22,37,0.2,random,6,0.019328594207763672
22,37,0.2,random,7,0.005281120538711548
22,37,0.2,random,8,0.01872079074382782
22,37,0.2,random,9,0.029055878520011902
22,37,0.2,random,10,0.0024985671043395996
22,37,0.2,random,11,0.08962483704090118
22,37,0.2,random,12,0.03264835476875305
22,37,0.2,random,13,0.07309003174304962
22,37,0.2,random,14,0.020330995321273804
22,37,0.2,random,15,0.10511620342731476
22,37,0.2,random,16,0.02722156047821045
22,37,0.2,random,17,-0.023919671773910522
22,37,0.2,random,18,0.050637081265449524
22,37,0.2,random,19,0.036415502429008484
33,11,0.05,gnnexplainer,-1,0.08534811437129974
33,11,0.05,random,0,0.009060695767402649
33,11,0.05,random,1,-0.03566822409629822
33,11,0.05,random,2,-0.0462610125541687
33,11,0.05,random,3,-0.0161818265914917
33,11,0.05,random,4,-0.04089398682117462
33,11,0.05,random,5,0.04323422908782959
33,11,0.05,random,6,-0.021079272031784058
33,11,0.05,random,7,0.01870986819267273
33,11,0.05,random,8,0.012893587350845337
33,11,0.05,random,9,-0.03698664903640747
33,11,0.05,random,10,-0.003173515200614929
33,11,0.05,random,11,-0.05199669301509857
33,11,0.05,random,12,0.06612689793109894
33,11,0.05,random,13,-0.043825000524520874
33,11,0.05,random,14,-0.016168922185897827
33,11,0.05,random,15,0.06466110050678253
33,11,0.05,random,16,0.02941747009754181
33,11,0.05,random,17,0.002609565854072571
33,11,0.05,random,18,-0.011385411024093628
33,11,0.05,random,19,-0.022607356309890747
33,11,0.1,gnnexplainer,-1,0.1930473893880844
33,11,0.1,random,0,0.05470776557922363
33,11,0.1,random,1,0.07069914042949677
33,11,0.1,random,2,-0.0482078492641449
33,11,0.1,random,3,-0.01268923282623291
33,11,0.1,random,4,-0.03801847994327545
33,11,0.1,random,5,-0.012453243136405945
33,11,0.1,random,6,0.006662085652351379
33,11,0.1,random,7,0.04168403148651123
33,11,0.1,random,8,0.03274229168891907
33,11,0.1,random,9,0.0069619715213775635
33,11,0.1,random,10,-0.049909889698028564
33,11,0.1,random,11,-0.048739492893218994
33,11,0.1,random,12,0.024124637246131897
33,11,0.1,random,13,0.03942587971687317
33,11,0.1,random,14,0.004583179950714111
33,11,0.1,random,15,0.01589682698249817
33,11,0.1,random,16,0.029954582452774048
33,11,0.1,random,17,0.025541216135025024
33,11,0.1,random,18,0.00816810131072998
33,11,0.1,random,19,0.005357280373573303
33,11,0.2,gnnexplainer,-1,0.34424735605716705
33,11,0.2,random,0,-0.013714760541915894
33,11,0.2,random,1,0.11326642334461212
33,11,0.2,random,2,0.0065614283084869385
33,11,0.2,random,3,-0.07420552521944046
33,11,0.2,random,4,0.043938398361206055
33,11,0.2,random,5,0.04862558841705322
33,11,0.2,random,6,0.014434814453125
33,11,0.2,random,7,-0.012876510620117188
33,11,0.2,random,8,0.07041560113430023
33,11,0.2,random,9,-0.02819906175136566
33,11,0.2,random,10,0.004362016916275024
33,11,0.2,random,11,0.08659546077251434
33,11,0.2,random,12,-0.02107757329940796
33,11,0.2,random,13,-0.035939574241638184
33,11,0.2,random,14,-0.021660923957824707
33,11,0.2,random,15,0.045839324593544006
33,11,0.2,random,16,-0.00733610987663269
33,11,0.2,random,17,0.010231047868728638
33,11,0.2,random,18,0.03200502693653107
33,11,0.2,random,19,0.06513026356697083
33,23,0.05,gnnexplainer,-1,0.09589909017086029
33,23,0.05,random,0,-0.038898766040802
33,23,0.05,random,1,0.0015693902969360352
33,23,0.05,random,2,0.02434547245502472
33,23,0.05,random,3,0.02413018047809601
33,23,0.05,random,4,0.030876830220222473
33,23,0.05,random,5,0.020327329635620117
33,23,0.05,random,6,0.0022948086261749268
33,23,0.05,random,7,-0.008862614631652832
33,23,0.05,random,8,0.03374817967414856
33,23,0.05,random,9,-0.045412689447402954
33,23,0.05,random,10,0.03105214238166809
33,23,0.05,random,11,0.002234429121017456
33,23,0.05,random,12,-0.011456668376922607
33,23,0.05,random,13,-0.0368233323097229
33,23,0.05,random,14,0.043430835008621216
33,23,0.05,random,15,-0.010150641202926636
33,23,0.05,random,16,-0.022455960512161255
33,23,0.05,random,17,0.053856804966926575
33,23,0.05,random,18,-0.0237453430891037
33,23,0.05,random,19,-0.0238477885723114
33,23,0.1,gnnexplainer,-1,0.1930473893880844
33,23,0.1,random,0,0.027064591646194458
33,23,0.1,random,1,-0.021608352661132812
33,23,0.1,random,2,-0.04102891683578491
33,23,0.1,random,3,0.058438852429389954
33,23,0.1,random,4,0.023888826370239258
33,23,0.1,random,5,-0.006507664918899536
33,23,0.1,random,6,-0.0148887038230896
33,23,0.1,random,7,0.06898052990436554
33,23,0.1,random,8,0.030293196439743042
33,23,0.1,random,9,-0.013498187065124512
33,23,0.1,random,10,-0.0451701283454895
33,23,0.1,random,11,-0.003238007426261902
33,23,0.1,random,12,0.010784178972244263
33,23,0.1,random,13,0.039336204528808594
33,23,0.1,random,14,0.003593161702156067
33,23,0.1,random,15,0.03349161148071289
33,23,0.1,random,16,0.00936920940876007
33,23,0.1,random,17,0.023891285061836243
33,23,0.1,random,18,-0.06486062705516815
33,23,0.1,random,19,-0.04126402735710144
33,23,0.2,gnnexplainer,-1,0.35206426680088043
33,23,0.2,random,0,0.08707194030284882
33,23,0.2,random,1,0.05755960941314697
33,23,0.2,random,2,-0.06186685711145401
33,23,0.2,random,3,0.11306814849376678
33,23,0.2,random,4,0.06649239361286163
33,23,0.2,random,5,0.1194835752248764
33,23,0.2,random,6,0.005435943603515625
33,23,0.2,random,7,0.02277064323425293
33,23,0.2,random,8,-0.028441086411476135
33,23,0.2,random,9,0.025336891412734985
33,23,0.2,random,10,0.05330336093902588
33,23,0.2,random,11,0.028841033577919006
33,23,0.2,random,12,0.04492059350013733
33,23,0.2,random,13,0.004008203744888306
33,23,0.2,random,14,0.010232120752334595
33,23,0.2,random,15,0.04887828230857849
33,23,0.2,random,16,0.03292191028594971
33,23,0.2,random,17,0.04870763421058655
33,23,0.2,random,18,-0.030843913555145264
33,23,0.2,random,19,0.09166805446147919
33,37,0.05,gnnexplainer,-1,0.09752677381038666
33,37,0.05,random,0,0.011552095413208008
33,37,0.05,random,1,-0.038597315549850464
33,37,0.05,random,2,0.038816243410110474
33,37,0.05,random,3,-0.0017028748989105225
33,37,0.05,random,4,-0.05083341896533966
33,37,0.05,random,5,0.005936622619628906
33,37,0.05,random,6,0.03568911552429199
33,37,0.05,random,7,-0.02926352620124817
33,37,0.05,random,8,0.011338084936141968
33,37,0.05,random,9,0.02977430820465088
33,37,0.05,random,10,0.04955454170703888
33,37,0.05,random,11,0.0009896159172058105
33,37,0.05,random,12,-0.0353626012802124
33,37,0.05,random,13,0.08119909465312958
33,37,0.05,random,14,-0.014147236943244934
33,37,0.05,random,15,-0.024327903985977173
33,37,0.05,random,16,0.04421079158782959
33,37,0.05,random,17,0.002018287777900696
33,37,0.05,random,18,0.00763566792011261
33,37,0.05,random,19,-0.032173991203308105
33,37,0.1,gnnexplainer,-1,0.199066624045372
33,37,0.1,random,0,0.014225870370864868
33,37,0.1,random,1,-0.02578243613243103
33,37,0.1,random,2,0.031199544668197632
33,37,0.1,random,3,0.09158428013324738
33,37,0.1,random,4,0.05751259624958038
33,37,0.1,random,5,0.01226043701171875
33,37,0.1,random,6,-0.01785832643508911
33,37,0.1,random,7,-0.04987029731273651
33,37,0.1,random,8,0.0056191980838775635
33,37,0.1,random,9,0.02833712100982666
33,37,0.1,random,10,0.0009479522705078125
33,37,0.1,random,11,-0.028441190719604492
33,37,0.1,random,12,-0.07203120738267899
33,37,0.1,random,13,0.046177059412002563
33,37,0.1,random,14,0.006366446614265442
33,37,0.1,random,15,0.008399516344070435
33,37,0.1,random,16,0.0430397093296051
33,37,0.1,random,17,-0.030759021639823914
33,37,0.1,random,18,-0.050313085317611694
33,37,0.1,random,19,0.047222286462783813
33,37,0.2,gnnexplainer,-1,0.31973566114902496
33,37,0.2,random,0,-0.0004104822874069214
33,37,0.2,random,1,-0.055386438965797424
33,37,0.2,random,2,0.11641441285610199
33,37,0.2,random,3,0.07017235457897186
33,37,0.2,random,4,-0.02921593189239502
33,37,0.2,random,5,-0.012503653764724731
33,37,0.2,random,6,0.03158433735370636
33,37,0.2,random,7,-0.028218239545822144
33,37,0.2,random,8,0.008984282612800598
33,37,0.2,random,9,0.03343665599822998
33,37,0.2,random,10,-0.04727691411972046
33,37,0.2,random,11,0.16273589432239532
33,37,0.2,random,12,-0.03868293762207031
33,37,0.2,random,13,0.014687895774841309
33,37,0.2,random,14,0.005707457661628723
33,37,0.2,random,15,0.017546862363815308
33,37,0.2,random,16,0.06968946754932404
33,37,0.2,random,17,0.026850461959838867
33,37,0.2,random,18,0.10855083167552948
33,37,0.2,random,19,-0.0639762133359909
54,11,0.05,gnnexplainer,-1,0.012535384856164455
54,11,0.05,random,0,0.0003189779818058014
54,11,0.05,random,1,0.0054604243487119675
54,11,0.05,random,2,0.003954940475523472
54,11,0.05,random,3,0.003277968615293503
54,11,0.05,random,4,0.0023850426077842712
54,11,0.05,random,5,0.0023557357490062714
54,11,0.05,random,6,0.0026014503091573715
54,11,0.05,random,7,0.0029471926391124725
54,11,0.05,random,8,0.0021332986652851105
54,11,0.05,random,9,0.007638656534254551
54,11,0.05,random,10,0.0003409711644053459
54,11,0.05,random,11,0.0021962784230709076
54,11,0.05,random,12,0.005088049918413162
54,11,0.05,random,13,0.0022194543853402138
54,11,0.05,random,14,0.0026386836543679237
54,11,0.05,random,15,0.0021334458142518997
54,11,0.05,random,16,0.003962339833378792
54,11,0.05,random,17,0.0014307843521237373
54,11,0.05,random,18,0.006120325066149235
54,11,0.05,random,19,0.004728468134999275
54,11,0.1,gnnexplainer,-1,0.024158538319170475
54,11,0.1,random,0,0.002139352262020111
54,11,0.1,random,1,0.0029688263311982155
54,11,0.1,random,2,0.006311391480267048
54,11,0.1,random,3,0.002675594761967659
54,11,0.1,random,4,0.006845301017165184
54,11,0.1,random,5,0.0021676700562238693
54,11,0.1,random,6,0.0039251260459423065
54,11,0.1,random,7,0.004760541953146458
54,11,0.1,random,8,0.002858915366232395
54,11,0.1,random,9,0.009979347698390484
54,11,0.1,random,10,0.007446610368788242
54,11,0.1,random,11,0.003448180854320526
54,11,0.1,random,12,0.00737070944160223
54,11,0.1,random,13,0.006902171298861504
54,11,0.1,random,14,0.005296338349580765
54,11,0.1,random,15,0.005797874182462692
54,11,0.1,random,16,0.0036910446360707283
54,11,0.1,random,17,0.006677716970443726
54,11,0.1,random,18,0.004556221887469292
54,11,0.1,random,19,0.004471281543374062
54,11,0.2,gnnexplainer,-1,0.057467625476419926
54,11,0.2,random,0,0.003139374777674675
54,11,0.2,random,1,0.01648810040205717
54,11,0.2,random,2,0.01741932425647974
54,11,0.2,random,3,0.013489200733602047
54,11,0.2,random,4,0.009301976300776005
54,11,0.2,random,5,0.011985442601144314
54,11,0.2,random,6,0.012575055472552776
54,11,0.2,random,7,0.02403262723237276
54,11,0.2,random,8,0.017704430036246777
54,11,0.2,random,9,0.020837376825511456
54,11,0.2,random,10,0.009726299904286861
54,11,0.2,random,11,0.007373235188424587
54,11,0.2,random,12,0.010268877260386944
54,11,0.2,random,13,0.027645115740597248
54,11,0.2,random,14,0.011225408874452114
54,11,0.2,random,15,0.020170235075056553
54,11,0.2,random,16,0.00908979307860136
54,11,0.2,random,17,0.013796369545161724
54,11,0.2,random,18,0.024703570641577244
54,11,0.2,random,19,0.003954806365072727
54,23,0.05,gnnexplainer,-1,0.00921377819031477
54,23,0.05,random,0,0.0040338123217225075
54,23,0.05,random,1,0.004038441926240921
54,23,0.05,random,2,0.0021273018792271614
54,23,0.05,random,3,0.0005928501486778259
54,23,0.05,random,4,0.003956683911383152
54,23,0.05,random,5,0.0015635574236512184
54,23,0.05,random,6,0.0026309769600629807
54,23,0.05,random,7,0.0018627159297466278
54,23,0.05,random,8,0.002950729802250862
54,23,0.05,random,9,0.0018178904429078102
54,23,0.05,random,10,0.002736395224928856
54,23,0.05,random,11,0.002786249853670597
54,23,0.05,random,12,0.006141156889498234
54,23,0.05,random,13,0.0025495197623968124
54,23,0.05,random,14,0.00742193590849638
54,23,0.05,random,15,-0.0001256866380572319
54,23,0.05,random,16,0.0017811832949519157
54,23,0.05,random,17,0.005168836563825607
54,23,0.05,random,18,0.0015231957659125328
54,23,0.05,random,19,-0.0005292901769280434
54,23,0.1,gnnexplainer,-1,0.02372503001242876
54,23,0.1,random,0,0.008635804988443851
54,23,0.1,random,1,0.0036600613966584206
54,23,0.1,random,2,0.004390290006995201
54,23,0.1,random,3,0.0036628739908337593
54,23,0.1,random,4,0.008395220153033733
54,23,0.1,random,5,0.007102898322045803
54,23,0.1,random,6,0.008661511354148388
54,23,0.1,random,7,0.004829750396311283
54,23,0.1,random,8,0.006101568229496479
54,23,0.1,random,9,0.0039290450513362885
54,23,0.1,random,10,0.008851650170981884
54,23,0.1,random,11,0.010798259638249874
54,23,0.1,random,12,0.007100502960383892
54,23,0.1,random,13,0.008712231181561947
54,23,0.1,random,14,0.007354660890996456
54,23,0.1,random,15,0.005451635457575321
54,23,0.1,random,16,0.008760645054280758
54,23,0.1,random,17,0.0027938419952988625
54,23,0.1,random,18,0.0030427780002355576
54,23,0.1,random,19,0.0034744450822472572
54,23,0.2,gnnexplainer,-1,0.07340448442846537
54,23,0.2,random,0,0.019352453760802746
54,23,0.2,random,1,0.021539348177611828
54,23,0.2,random,2,0.014425002969801426
54,23,0.2,random,3,0.012024677358567715
54,23,0.2,random,4,0.006344573572278023
54,23,0.2,random,5,0.015018234960734844
54,23,0.2,random,6,0.01852382067590952
54,23,0.2,random,7,0.010161754675209522
54,23,0.2,random,8,0.005711335688829422
54,23,0.2,random,9,0.015241975896060467
54,23,0.2,random,10,0.009426304139196873
54,23,0.2,random,11,0.008809401653707027
54,23,0.2,random,12,0.01029233168810606
54,23,0.2,random,13,0.00981766264885664
54,23,0.2,random,14,0.023408987559378147
54,23,0.2,random,15,0.01325103547424078
54,23,0.2,random,16,0.011724709533154964
54,23,0.2,random,17,0.0037128012627363205
54,23,0.2,random,18,0.0201891353353858
54,23,0.2,random,19,0.004353866912424564
54,37,0.05,gnnexplainer,-1,0.01284653041511774
54,37,0.05,random,0,0.0038276147097349167
54,37,0.05,random,1,0.002623213455080986
54,37,0.05,random,2,0.002379944548010826
54,37,0.05,random,3,0.00486450269818306
54,37,0.05,random,4,0.0007417146116495132
54,37,0.05,random,5,0.0029662195593118668
54,37,0.05,random,6,0.0015702210366725922
54,37,0.05,random,7,0.005135790444910526
54,37,0.05,random,8,0.0025405120104551315
54,37,0.05,random,9,0.004634895361959934
54,37,0.05,random,10,0.0015989458188414574
54,37,0.05,random,11,0.006561841815710068
54,37,0.05,random,12,0.002275858074426651
54,37,0.05,random,13,0.004177403636276722
54,37,0.05,random,14,-0.0004475181922316551
54,37,0.05,random,15,0.00364841241389513
54,37,0.05,random,16,0.0064790137112140656
54,37,0.05,random,17,0.0027298489585518837
54,37,0.05,random,18,0.005029574036598206
54,37,0.05,random,19,0.00196857750415802
54,37,0.1,gnnexplainer,-1,0.025191222317516804
54,37,0.1,random,0,0.0027488479390740395
54,37,0.1,random,1,0.004505575634539127
54,37,0.1,random,2,0.0039771683514118195
54,37,0.1,random,3,0.005190208554267883
54,37,0.1,random,4,0.004642867483198643
54,37,0.1,random,5,0.007737734355032444
54,37,0.1,random,6,0.0032636187970638275
54,37,0.1,random,7,0.005296693183481693
54,37,0.1,random,8,0.007219702936708927
54,37,0.1,random,9,0.007063855417072773
54,37,0.1,random,10,0.0046587297692894936
54,37,0.1,random,11,0.00037104636430740356
54,37,0.1,random,12,0.0036588208749890327
54,37,0.1,random,13,0.00831677857786417
54,37,0.1,random,14,0.011588922701776028
54,37,0.1,random,15,0.016964095644652843
54,37,0.1,random,16,0.006991797126829624
54,37,0.1,random,17,0.004588772542774677
54,37,0.1,random,18,0.0007491065189242363
54,37,0.1,random,19,0.003650067374110222
54,37,0.2,gnnexplainer,-1,0.06425976101309061
54,37,0.2,random,0,0.010737202130258083
54,37,0.2,random,1,0.009218758903443813
54,37,0.2,random,2,0.007952689193189144
54,37,0.2,random,3,0.010247706435620785
54,37,0.2,random,4,0.01807690691202879
54,37,0.2,random,5,0.01546164508908987
54,37,0.2,random,6,0.0044990526512265205
54,37,0.2,random,7,0.010952875949442387
54,37,0.2,random,8,0.015221656300127506
54,37,0.2,random,9,0.011194371618330479
54,37,0.2,random,10,0.011640879325568676
54,37,0.2,random,11,0.016386027447879314
54,37,0.2,random,12,0.009533270262181759
54,37,0.2,random,13,0.010256211273372173
54,37,0.2,random,14,0.0074820490553975105
54,37,0.2,random,15,0.017441517673432827
54,37,0.2,random,16,0.019292020238935947
54,37,0.2,random,17,0.022671344690024853
54,37,0.2,random,18,0.015845722518861294
54,37,0.2,random,19,0.013705275021493435
56,11,0.05,gnnexplainer,-1,0.01036784891039133
56,11,0.05,random,0,0.0031735701486468315
56,11,0.05,random,1,0.0038881152868270874
56,11,0.05,random,2,0.008791645057499409
56,11,0.05,random,3,0.006782072596251965
56,11,0.05,random,4,0.0030092280358076096
56,11,0.05,random,5,0.0014067012816667557
56,11,0.05,random,6,0.009045475162565708
56,11,0.05,random,7,0.004863138310611248
56,11,0.05,random,8,0.007699337787926197
56,11,0.05,random,9,-0.003198211081326008
56,11,0.05,random,10,0.005727204494178295
56,11,0.05,random,11,0.000888315960764885
56,11,0.05,random,12,-1.269020140171051e-05
56,11,0.05,random,13,0.004461483098566532
56,11,0.05,random,14,-5.216337740421295e-05
56,11,0.05,random,15,0.004244324751198292
56,11,0.05,random,16,0.0023794621229171753
56,11,0.05,random,17,0.0042760903015732765
56,11,0.05,random,18,0.001316557638347149
56,11,0.05,random,19,0.0036335643380880356
56,11,0.1,gnnexplainer,-1,0.03246410097926855
56,11,0.1,random,0,0.0012763198465108871
56,11,0.1,random,1,0.007370294071733952
56,11,0.1,random,2,0.0007832376286387444
56,11,0.1,random,3,0.009538250975310802
56,11,0.1,random,4,0.0179744316264987
56,11,0.1,random,5,8.703209459781647e-05
56,11,0.1,random,6,0.004559812135994434
56,11,0.1,random,7,0.0036204084753990173
56,11,0.1,random,8,0.011323424987494946
56,11,0.1,random,9,0.0015153316780924797
56,11,0.1,random,10,0.007630077190697193
56,11,0.1,random,11,-0.0033105695620179176
56,11,0.1,random,12,0.0051354290917515755
56,11,0.1,random,13,0.010781479068100452
56,11,0.1,random,14,0.008753384463489056
56,11,0.1,random,15,-0.001058831810951233
56,11,0.1,random,16,0.006205233745276928
56,11,0.1,random,17,0.0033497679978609085
56,11,0.1,random,18,0.00714957807213068
56,11,0.1,random,19,0.010577934794127941
56,11,0.2,gnnexplainer,-1,0.10218508075922728
56,11,0.2,random,0,0.009178225882351398
56,11,0.2,random,1,0.013699118979275227
56,11,0.2,random,2,0.00549133587628603
56,11,0.2,random,3,0.011956953443586826
56,11,0.2,random,4,0.008794323541224003
56,11,0.2,random,5,0.01657721120864153
56,11,0.2,random,6,0.017007687129080296
56,11,0.2,random,7,0.061027529649436474
56,11,0.2,random,8,0.006680314429104328
56,11,0.2,random,9,0.012425671331584454
56,11,0.2,random,10,0.017674756236374378
56,11,0.2,random,11,0.015814595855772495
56,11,0.2,random,12,0.005963166244328022
56,11,0.2,random,13,0.006717356853187084
56,11,0.2,random,14,0.01876878272742033
56,11,0.2,random,15,0.02378711011260748
56,11,0.2,random,16,0.012129486538469791
56,11,0.2,random,17,0.003923478536307812
56,11,0.2,random,18,0.008243140764534473
56,11,0.2,random,19,0.019441899843513966
56,23,0.05,gnnexplainer,-1,0.015457835979759693
56,23,0.05,random,0,0.004430987872183323
56,23,0.05,random,1,0.005913262255489826
56,23,0.05,random,2,0.006496411748230457
56,23,0.05,random,3,0.009201002307236195
56,23,0.05,random,4,0.0044347671791911125
56,23,0.05,random,5,0.002688947133719921
56,23,0.05,random,6,0.010717795230448246
56,23,0.05,random,7,0.0009275861084461212
56,23,0.05,random,8,0.009410367347300053
56,23,0.05,random,9,0.011795946396887302
56,23,0.05,random,10,0.0044198306277394295
56,23,0.05,random,11,0.0033935140818357468
56,23,0.05,random,12,0.0038688359782099724
56,23,0.05,random,13,0.007085268385708332
56,23,0.05,random,14,0.005581473000347614
56,23,0.05,random,15,0.001844104379415512
56,23,0.05,random,16,0.004538879729807377
56,23,0.05,random,17,0.0007771020755171776
56,23,0.05,random,18,-6.982497870922089e-05
56,23,0.05,random,19,0.006000957451760769
56,23,0.1,gnnexplainer,-1,0.03352523501962423
56,23,0.1,random,0,0.0050665466114878654
56,23,0.1,random,1,0.0005771797150373459
56,23,0.1,random,2,0.006067286245524883
56,23,0.1,random,3,0.010624867863953114
56,23,0.1,random,4,-0.0023529846221208572
56,23,0.1,random,5,0.00792879331856966
56,23,0.1,random,6,0.00759092066437006
56,23,0.1,random,7,0.011879541911184788
56,23,0.1,random,8,0.008788463659584522
56,23,0.1,random,9,0.0022254465147852898
56,23,0.1,random,10,0.006641390733420849
56,23,0.1,random,11,0.0065222205594182014
56,23,0.1,random,12,0.013913792558014393
56,23,0.1,random,13,0.004129278473556042
56,23,0.1,random,14,0.00315913837403059
56,23,0.1,random,15,0.006858319975435734
56,23,0.1,random,16,0.005557839758694172
56,23,0.1,random,17,0.00018331687897443771
56,23,0.1,random,18,0.008912156336009502
56,23,0.1,random,19,0.011891764588654041
56,23,0.2,gnnexplainer,-1,0.09951695334166288
56,23,0.2,random,0,0.015002083964645863
56,23,0.2,random,1,0.015166577883064747
56,23,0.2,random,2,0.019321356900036335
56,23,0.2,random,3,0.0149644510820508
56,23,0.2,random,4,0.01957558933645487
56,23,0.2,random,5,0.010656368918716908
56,23,0.2,random,6,0.021494588814675808
56,23,0.2,random,7,0.009613226167857647
56,23,0.2,random,8,0.017609539441764355
56,23,0.2,random,9,0.018578537739813328
56,23,0.2,random,10,0.024324997328221798
56,23,0.2,random,11,0.018946760334074497
56,23,0.2,random,12,0.0271607032045722
56,23,0.2,random,13,4.454702138900757e-05
56,23,0.2,random,14,0.04494439344853163
56,23,0.2,random,15,0.004059060476720333
56,23,0.2,random,16,0.017241681925952435
56,23,0.2,random,17,0.0022529251873493195
56,23,0.2,random,18,0.012854502536356449
56,23,0.2,random,19,0.015599208883941174
56,37,0.05,gnnexplainer,-1,0.014339144341647625
56,37,0.05,random,0,0.005009974353015423
56,37,0.05,random,1,0.0028195325285196304
56,37,0.05,random,2,0.003893306478857994
56,37,0.05,random,3,0.0036325883120298386
56,37,0.05,random,4,-0.002378108911216259
56,37,0.05,random,5,0.001705765724182129
56,37,0.05,random,6,0.005178998224437237
56,37,0.05,random,7,0.006955605931580067
56,37,0.05,random,8,0.007627365179359913
56,37,0.05,random,9,0.0029937829822301865
56,37,0.05,random,10,0.004235235042870045
56,37,0.05,random,11,-0.000423625111579895
56,37,0.05,random,12,0.0050941528752446175
56,37,0.05,random,13,0.005903090350329876
56,37,0.05,random,14,0.0017060209065675735
56,37,0.05,random,15,0.0014726817607879639
56,37,0.05,random,16,0.00040113553404808044
56,37,0.05,random,17,0.003703942522406578
56,37,0.05,random,18,0.004583035595715046
56,37,0.05,random,19,0.01058932114392519
56,37,0.1,gnnexplainer,-1,0.03204839210957289
56,37,0.1,random,0,0.014683629386126995
56,37,0.1,random,1,0.019318723119795322
56,37,0.1,random,2,0.009829902090132236
56,37,0.1,random,3,0.007704128511250019
56,37,0.1,random,4,0.009096560068428516
56,37,0.1,random,5,0.001851024106144905
56,37,0.1,random,6,0.00020462274551391602
56,37,0.1,random,7,0.00703654158860445
56,37,0.1,random,8,0.012032921425998211
56,37,0.1,random,9,0.007488788105547428
56,37,0.1,random,10,0.0019943146035075188
56,37,0.1,random,11,0.01042561512440443
56,37,0.1,random,12,0.0035493280738592148
56,37,0.1,random,13,0.0041915038600564
56,37,0.1,random,14,0.00935929361730814
56,37,0.1,random,15,0.0004370119422674179
56,37,0.1,random,16,0.009331845678389072
56,37,0.1,random,17,0.010150623507797718
56,37,0.1,random,18,0.004339034669101238
56,37,0.1,random,19,0.009889033623039722
56,37,0.2,gnnexplainer,-1,0.096180553548038
56,37,0.2,random,0,0.0025647636502981186
56,37,0.2,random,1,0.014060591347515583
56,37,0.2,random,2,0.02217113133519888
56,37,0.2,random,3,0.03502090182155371
56,37,0.2,random,4,0.008876017294824123
56,37,0.2,random,5,0.03666340094059706
56,37,0.2,random,6,0.025840735994279385
56,37,0.2,random,7,0.028123351745307446
56,37,0.2,random,8,0.030213474296033382
56,37,0.2,random,9,0.027950718067586422
56,37,0.2,random,10,0.009922218509018421
56,37,0.2,random,11,0.010523864068090916
56,37,0.2,random,12,0.01699689496308565
56,37,0.2,random,13,0.024318291805684566
56,37,0.2,random,14,0.02174620982259512
56,37,0.2,random,15,0.009090038947761059
56,37,0.2,random,16,0.03166621085256338
56,37,0.2,random,17,0.013703380711376667
56,37,0.2,random,18,0.018261545337736607
56,37,0.2,random,19,0.011848472990095615
58,11,0.05,gnnexplainer,-1,0.006965968292206526
58,11,0.05,random,0,-0.0006555910222232342
58,11,0.05,random,1,0.0009991787374019623
58,11,0.05,random,2,0.0024701226502656937
58,11,0.05,random,3,-0.0008750075940042734
58,11,0.05,random,4,0.0022209864109754562
58,11,0.05,random,5,0.0021723629906773567
58,11,0.05,random,6,0.0017500119283795357
58,11,0.05,random,7,0.00136245833709836
